row index,Project,State/ Province,Country,Principal Deposit type,Total Mineral Resource Mt (Tonnes of Million),Column 6,Column 7
175,Kangankunde,,Malawi,Carbonatite,2.53,Nd ppm,5089.209700427961
175,Kangankunde,,Malawi,Carbonatite,2.53,Sm ppm,383.91988988300074
175,Kangankunde,,Malawi,Carbonatite,2.53,Eu ppm,69.57204819277108
175,Kangankunde,,Malawi,Carbonatite,2.53,Gd ppm,132.42835862068964
175,Kangankunde,,Malawi,Carbonatite,2.53,Tb ppm,25.786051495107422
175,Kangankunde,,Malawi,Carbonatite,2.53,Dy ppm,295.54959785522794
175,Kangankunde,,Malawi,Carbonatite,2.53,Ho ppm,3.701387815593077
175,Kangankunde,,Malawi,Carbonatite,2.53,Er ppm,3.7079493882672803
175,Kangankunde,,Malawi,Carbonatite,2.53,Tm ppm,3.7125548126263412
175,Kangankunde,,Malawi,Carbonatite,2.53,Y ppm,3.3387192886117654
193,Sæteråsen,,Norway,Alkaline,8.0,Y ppm,750.0
212,Lesnoe,,Russia,Alkaline,1.511,Y ppm,4000.0
219,Sakharjok,,Russia,Alkaline,35.8,Y ppm,270.0
223,Umm al Birak,,Saudi Arabia,Alkaline,6.6,La ppm,371.0
223,Umm al Birak,,Saudi Arabia,Alkaline,6.6,Ce ppm,800.0
223,Umm al Birak,,Saudi Arabia,Alkaline,6.6,Y ppm,311.0
224,Ghurayyah,,Saudi Arabia,Alkaline,385.0,La ppm,61.0
224,Ghurayyah,,Saudi Arabia,Alkaline,385.0,Ce ppm,144.0
224,Ghurayyah,,Saudi Arabia,Alkaline,385.0,Y ppm,1326.0
225,Jabal Sa'id Zr deposit,,Saudi Arabia,Alkaline ,23.0,La ppm,587.0
225,Jabal Sa'id Zr deposit,,Saudi Arabia,Alkaline ,23.0,Ce ppm,1301.0
225,Jabal Sa'id Zr deposit,,Saudi Arabia,Alkaline ,23.0,Y ppm,4151.0
226,Jabal Hamra,,Saudi Arabia,Alkaline ,18.0,La ppm,2593.0
226,Jabal Hamra,,Saudi Arabia,Alkaline ,18.0,Ce ppm,3432.0
226,Jabal Hamra,,Saudi Arabia,Alkaline ,18.0,Y ppm,1592.0
227,Jabal Tawlah,,Saudi Arabia,Alkaline ,6.4,La ppm,19.0
227,Jabal Tawlah,,Saudi Arabia,Alkaline ,6.4,Ce ppm,137.0
227,Jabal Tawlah,,Saudi Arabia,Alkaline ,6.4,Y ppm,5216.0
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,La ppm,30333.23517068727
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Ce ppm,62531.948870647495
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Pr ppm,7257.268536533717
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Nd ppm,26461.731534268492
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Sm ppm,4156.193098023793
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Eu ppm,86.3605364855649
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Gd ppm,2880.969458128079
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Tb ppm,317.73202941905373
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Dy ppm,1442.4268366864176
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Ho ppm,223.9537068201546
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Er ppm,467.2835943956168
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Tm ppm,45.28326273753164
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Yb ppm,190.7153604438121
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Lu ppm,22.918744016679902
228,Steenkampskraal,Western Cape,South Africa,Alkaline,0.4165,Y ppm,5474.281332393727
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,La ppm,4834.057870618429
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Ce ppm,8405.410147276372
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Pr ppm,886.5994937636062
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Nd ppm,3041.885280914271
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Sm ppm,437.063941996752
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Eu ppm,113.8462816193888
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Gd ppm,274.4905513345023
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Tb ppm,32.10968856703031
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Dy ppm,150.96206762494765
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Ho ppm,25.276639690484117
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Er ppm,62.17136117644256
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Tm ppm,7.6264817220964485
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Yb ppm,43.20697738966076
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Lu ppm,5.796282114660749
230,Zandkopsdrift (Sandkopsdrif),Northern Cape,South Africa,Carbonatite,42.480000000000004,Y ppm,725.7069927976685
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,La ppm,1651.7551416176414
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Ce ppm,4560.049268763992
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Pr ppm,592.4373226146104
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Nd ppm,2259.3907151574554
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Sm ppm,362.83253950595105
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Eu ppm,92.46951854495903
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Gd ppm,211.82232145401957
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Tb ppm,21.018605385046428
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Dy ppm,80.26942236724896
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Ho ppm,10.941138581964235
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Er ppm,19.849902737180297
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Tm ppm,2.0737383361170347
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Yb ppm,9.316203417693671
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Lu ppm,1.0413409205639048
231,Glenover (JV),Limpopo,South Africa,Carbonatite,26.243,Y ppm,233.59964727001844
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,La ppm,3149.5930366460007
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Ce ppm,7554.407755301
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Pr ppm,871.9313589230488
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Nd ppm,3489.503737517832
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Sm ppm,505.2358155540262
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Eu ppm,123.97918617867697
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Gd ppm,281.08057931034483
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Tb ppm,28.039968972342592
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Dy ppm,109.872654155496
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Ho ppm,15.242035674588474
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Er ppm,28.84154972289031
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Tm ppm,3.3973378945731607
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Yb ppm,15.333325213154687
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Lu ppm,1.7059948735990351
232,Glenover Stockpile,Limpopo,South Africa,Carbonatite,1.329,Y ppm,351.3529590987192
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,La ppm,15433.49702289608
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Ce ppm,17683.818198308425
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Pr ppm,3845.0973258140807
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Nd ppm,13374.607703281028
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Sm ppm,2155.8843771507227
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Eu ppm,86.3605364855649
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Gd ppm,1561.6551724137933
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Tb ppm,173.76045481878316
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Dy ppm,871.3136729222521
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Ho ppm,87.29688244323295
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Er ppm,262.3549095472132
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Tm ppm,26.268076504431658
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Yb ppm,26.345919610231423
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Lu ppm,8.79378800824245
234,Steenkampskraal Lower Tailings Dam,Western Cape,South Africa,Tailings,0.0286,Y ppm,3070.9917984872372
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,La ppm,15989.59227954619
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Ce ppm,18670.686203431418
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Pr ppm,3744.7904390537133
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Nd ppm,13702.635985858711
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Sm ppm,2110.8920075406204
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Eu ppm,80.72832758433242
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Gd ppm,1527.706146926537
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Tb ppm,173.76045481878316
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Dy ppm,859.9487119710924
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Ho ppm,87.29688244323295
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Er ppm,262.3549095472132
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Tm ppm,25.125986221630285
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Yb ppm,87.81973203410475
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Lu ppm,8.79378800824245
235,Steenkampskraal Upper Tailings Dam,Western Cape,South Africa,Tailings,0.0092,Y ppm,3009.366545005888
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,La ppm,502.1151570865131
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Ce ppm,1129.0865547773071
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Pr ppm,143.75178355773468
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Nd ppm,570.5737856664072
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Sm ppm,150.87034718364166
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Eu ppm,18.83625863177322
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Gd ppm,161.0932874354561
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Tb ppm,32.43967127931803
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Dy ppm,217.69944581081887
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Ho ppm,47.963701916572845
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Er ppm,147.42599894206427
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Tm ppm,22.953747540085924
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Yb ppm,141.27035792377794
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Lu ppm,19.27141236057608
237,Norra Kärr,Smaland ,Sweden,Alkaline ,58.1,Y ppm,1598.2059881778189
238,Olserum,,Sweden,Alluvial/Placer,12.4,La ppm,576.8651155100481
238,Olserum,,Sweden,Alluvial/Placer,12.4,Ce ppm,1316.520229100658
238,Olserum,,Sweden,Alluvial/Placer,12.4,Pr ppm,160.28129712981277
238,Olserum,,Sweden,Alluvial/Placer,12.4,Nd ppm,629.3892365744788
238,Olserum,,Sweden,Alluvial/Placer,12.4,Sm ppm,144.51379792642587
238,Olserum,,Sweden,Alluvial/Placer,12.4,Gd ppm,154.06651835372637
238,Olserum,,Sweden,Alluvial/Placer,12.4,Tb ppm,26.064068222817475
238,Olserum,,Sweden,Alluvial/Placer,12.4,Dy ppm,154.728444175387
238,Olserum,,Sweden,Alluvial/Placer,12.4,Ho ppm,34.91875297729318
238,Olserum,,Sweden,Alluvial/Placer,12.4,Er ppm,90.76633564173747
238,Olserum,,Sweden,Alluvial/Placer,12.4,Tm ppm,12.074841618972618
238,Olserum,,Sweden,Alluvial/Placer,12.4,Yb ppm,82.36640996424502
238,Olserum,,Sweden,Alluvial/Placer,12.4,Lu ppm,8.79378800824245
238,Olserum,,Sweden,Alluvial/Placer,12.4,Y ppm,845.7927990912223
240,Ngualla,,Tanzania,Carbonatite,195.0,La ppm,5237.014284558567
240,Ngualla,,Tanzania,Carbonatite,195.0,Ce ppm,9326.406884768494
240,Ngualla,,Tanzania,Carbonatite,195.0,Pr ppm,902.2886142580229
240,Ngualla,,Tanzania,Carbonatite,195.0,Nd ppm,3167.180088518235
240,Ngualla,,Tanzania,Carbonatite,195.0,Sm ppm,326.38532810983463
240,Ngualla,,Tanzania,Carbonatite,195.0,Eu ppm,68.50339191308048
240,Ngualla,,Tanzania,Carbonatite,195.0,Gd ppm,149.43589573828473
240,Ngualla,,Tanzania,Carbonatite,195.0,Tb ppm,13.488188212507907
240,Ngualla,,Tanzania,Carbonatite,195.0,Dy ppm,31.59535299374442
240,Ngualla,,Tanzania,Carbonatite,195.0,Ho ppm,3.956921459175628
240,Ngualla,,Tanzania,Carbonatite,195.0,Er ppm,11.891808074389276
240,Ngualla,,Tanzania,Carbonatite,195.0,Yb ppm,3.9806207564258727
240,Ngualla,,Tanzania,Carbonatite,195.0,Y ppm,85.66116704842285
241,Wigu Hill,Morogoro,Tanzania,Carbonatite,3.3,La ppm,8200.0
241,Wigu Hill,Morogoro,Tanzania,Carbonatite,3.3,Ce ppm,10400.0
241,Wigu Hill,Morogoro,Tanzania,Carbonatite,3.3,Pr ppm,800.0
241,Wigu Hill,Morogoro,Tanzania,Carbonatite,3.3,Nd ppm,2100.0
241,Wigu Hill,Morogoro,Tanzania,Carbonatite,3.3,Sm ppm,100.0
242,Canakli 1,,Turkey,Alkaline ,80.0,La ppm,170.53587870603403
242,Canakli 1,,Turkey,Alkaline ,80.0,Ce ppm,293.8840343946084
242,Canakli 1,,Turkey,Alkaline ,80.0,Pr ppm,30.624811544260176
242,Canakli 1,,Turkey,Alkaline ,80.0,Nd ppm,104.5962910128388
242,Canakli 1,,Turkey,Alkaline ,80.0,Sm ppm,14.660013764624914
242,Canakli 1,,Turkey,Alkaline ,80.0,Eu ppm,3.7135030688792905
242,Canakli 1,,Turkey,Alkaline ,80.0,Gd ppm,9.543448275862069
242,Canakli 1,,Turkey,Alkaline ,80.0,Tb ppm,1.1902958326646338
242,Canakli 1,,Turkey,Alkaline ,80.0,Dy ppm,5.837801608579089
242,Canakli 1,,Turkey,Alkaline ,80.0,Ho ppm,1.0475625893187954
242,Canakli 1,,Turkey,Alkaline ,80.0,Er ppm,2.8859040050193454
242,Canakli 1,,Turkey,Alkaline ,80.0,Tm ppm,0.43780127507386096
242,Canakli 1,,Turkey,Alkaline ,80.0,Yb ppm,2.8102314250913523
242,Canakli 1,,Turkey,Alkaline ,80.0,Lu ppm,0.4045142483791527
242,Canakli 1,,Turkey,Alkaline ,80.0,Y ppm,31.49735177935628
242,Canakli 1,,Turkey,Alkaline ,80.0,Sc ppm,10.431231509948374
243,Canakli 2,,Turkey,Alkaline ,414.0,La ppm,145.80817629365907
243,Canakli 2,,Turkey,Alkaline ,414.0,Ce ppm,244.22495933069953
243,Canakli 2,,Turkey,Alkaline ,414.0,Pr ppm,24.830928279129875
243,Canakli 2,,Turkey,Alkaline ,414.0,Nd ppm,83.16262482168331
243,Canakli 2,,Turkey,Alkaline ,414.0,Sm ppm,12.072952512044047
243,Canakli 2,,Turkey,Alkaline ,414.0,Eu ppm,2.9362582405092064
243,Canakli 2,,Turkey,Alkaline ,414.0,Gd ppm,8.675862068965518
243,Canakli 2,,Turkey,Alkaline ,414.0,Tb ppm,1.0202535708554004
243,Canakli 2,,Turkey,Alkaline ,414.0,Dy ppm,5.315013404825737
243,Canakli 2,,Turkey,Alkaline ,414.0,Ho ppm,0.9602657068755625
243,Canakli 2,,Turkey,Alkaline ,414.0,Er ppm,2.71100073198787
243,Canakli 2,,Turkey,Alkaline ,414.0,Tm ppm,0.4027771730679521
243,Canakli 2,,Turkey,Alkaline ,414.0,Yb ppm,2.6345919610231423
243,Canakli 2,,Turkey,Alkaline ,414.0,Lu ppm,0.38692667236266776
243,Canakli 2,,Turkey,Alkaline ,414.0,Y ppm,27.560182806936744
243,Canakli 2,,Turkey,Alkaline ,414.0,Sc ppm,11.083183479320146
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,La ppm,469.82
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Ce ppm,1425.63
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Pr ppm,175.95
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Nd ppm,692.69
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Sm ppm,183.57
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Eu ppm,18.53
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Gd ppm,187.42
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Tb ppm,34.08
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Dy ppm,211.85
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Ho ppm,41.43
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Er ppm,115.73
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Tm ppm,15.68
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Yb ppm,87.26
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Lu ppm,10.36
246,Bokan - Dotson,Alaska,USA,Alkaline ,6.579,Y ppm,1216.0
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,La ppm,10165.733485392324
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Ce ppm,6119.252151827289
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Pr ppm,1176.914584988941
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Nd ppm,4187.010286057512
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Sm ppm,682.3487521280834
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Eu ppm,151.26729759155788
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Gd ppm,366.8976406533575
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Tb ppm,30.856198660977594
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Dy ppm,102.3105686468181
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Ho ppm,11.123460652371946
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Er ppm,20.311793260207924
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Tm ppm,2.4009943611945426
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Yb ppm,12.294762484774663
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Lu ppm,1.7587576016484898
249,Bear Lodge,Wyoming,USA,Carbonatite,51.709545,Y ppm,287.0403400313442
253,Mountain Pass,California,USA,Carbonatite,16.713069255,La ppm,23003.47192947583
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Ce ppm,33802.75973739472
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Pr ppm,2810.6804258461125
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Nd ppm,7639.062768617936
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Sm ppm,585.2262693977601
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Eu ppm,72.39758184705344
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Gd ppm,145.46260590603575
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Tb ppm,11.098399701406425
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Dy ppm,23.65227262110729
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Ho ppm,2.787906186859719
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Er ppm,4.189272600629942
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Tm ppm,1.3981586160160806
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Yb ppm,1.4023019345819845
253,Mountain Pass,California,USA,Carbonatite,16.713069255,Y ppm,81.72912169730543
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,La ppm,20.300000000000004
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Ce ppm,81.00000000000001
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Pr ppm,10.4
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Nd ppm,28.800000000000004
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Sm ppm,10.5
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Eu ppm,0.2065260077866177
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Gd ppm,10.6
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Tb ppm,3.6000000000000005
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Dy ppm,31.634739922133825
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Ho ppm,8.0
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Er ppm,32.8
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Tm ppm,7.1000000000000005
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Yb ppm,56.50000000000001
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Lu ppm,8.9
256,Round Top,Texas,USA,Felsic Volcanic,1033.8249999999998,Y ppm,220.57369961066914
264,Mineville,,USA,Tailings,9.0,La ppm,1196.7355288195938
264,Mineville,,USA,Tailings,9.0,Ce ppm,2367.6094651609933
264,Mineville,,USA,Tailings,9.0,Pr ppm,275.6355644492956
264,Mineville,,USA,Tailings,9.0,Nd ppm,1181.1302773815187
264,Mineville,,USA,Tailings,9.0,Sm ppm,225.9251846753843
264,Mineville,,USA,Tailings,9.0,Eu ppm,30.013165113283318
264,Mineville,,USA,Tailings,9.0,Gd ppm,272.1367295019157
264,Mineville,,USA,Tailings,9.0,Tb ppm,144.00108092348623
264,Mineville,,USA,Tailings,9.0,Dy ppm,144.41733690795354
264,Mineville,,USA,Tailings,9.0,Ho ppm,45.89682092720996
264,Mineville,,USA,Tailings,9.0,Er ppm,129.36234747347996
264,Mineville,,USA,Tailings,9.0,Tm ppm,38.23269890633908
264,Mineville,,USA,Tailings,9.0,Yb ppm,129.90685072404926
264,Mineville,,USA,Tailings,9.0,Lu ppm,46.23382899711291
264,Mineville,,USA,Tailings,9.0,Y ppm,1297.4266655251072
