deposit_no,deposit_name,country,longdd,latdd,tonnage,tonnage_unit,category,commodity,grade,grade_unit,cutoff_grade,cutoff_grade_unit,year
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Au,0.089,ppm,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Pb,2.53,percent,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Cu,0.22,percent,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,In,30.0,ppm,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Zn,6.67,percent,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Sn,100.0,ppm,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Ag,81.0,ppm,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Au,0.089,ppm,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Pb,2.53,percent,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Cu,0.22,percent,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,In,30.0,ppm,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Zn,6.67,percent,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Sn,100.0,ppm,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Ag,81.0,ppm,,,2003
209,Key Anacon,Canada,-65.6977777777778,47.4358333333333,1.95,million metric tons,,Au,0.089,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Sn,190.0,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Ag,25.0,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Au,0.81,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,In,11.0,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Zn,1.96,percent,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Cu,0.39,percent,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Pb,0.69,percent,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Sn,190.0,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Ag,25.0,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Au,0.81,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,In,11.0,ppm,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Zn,1.96,percent,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Cu,0.39,percent,,,2003
210,Murray Brook,Canada,-66.4319444444444,47.5252777777778,20.2,million metric tons,,Pb,0.69,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Cu,0.37,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Pb,1.73,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Au,0.9,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Sn,900.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Ag,72.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,In,40.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Zn,5.95,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Cu,0.37,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Pb,1.73,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Au,0.9,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Sn,900.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Ag,72.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,In,40.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Zn,5.95,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Cu,0.37,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Pb,1.73,percent,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Au,0.9,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Sn,900.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Ag,72.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,In,40.0,ppm,,,2003
211,Orvan Brook,Canada,-66.1233333333333,47.63,2.69,million metric tons,,Zn,5.95,percent,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Cu,0.2,percent,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Pb,5.67,percent,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Au,0.92,ppm,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Ag,109.0,ppm,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Sn,130.0,ppm,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,In,5.0,ppm,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Zn,7.1,percent,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Cu,0.2,percent,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Pb,5.67,percent,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Au,0.92,ppm,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Ag,109.0,ppm,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Sn,130.0,ppm,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,In,5.0,ppm,,,2003
212,Restigouche,Canada,-66.5494444444444,47.4991666666667,1.71,million metric tons,,Zn,7.1,percent,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Cu,0.71,percent,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Pb,2.23,percent,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Sn,135.0,ppm,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Ag,60.0,ppm,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Au,0.78,ppm,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,In,25.0,ppm,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Zn,5.35,percent,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Cu,0.71,percent,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Pb,2.23,percent,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Sn,135.0,ppm,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Ag,60.0,ppm,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Au,0.78,ppm,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,In,25.0,ppm,,,2003
213,Stratmat,Canada,-66.1252777777778,47.3083333333333,4.94,million metric tons,,Zn,5.35,percent,,,2003
215,Dodger,Canada,-117.213055555556,49.1136111111111,1.1,million metric tons,Inferred,WO3,0.4,percent,,,2006
215,Dodger,Canada,-117.213055555556,49.1136111111111,2.28,million metric tons,Measured + Indicated,WO3,0.37,percent,,,2006
215,Dodger,Canada,-117.213055555556,49.1136111111111,1.1,million metric tons,Inferred,WO3,0.4,percent,,,2006
215,Dodger,Canada,-117.213055555556,49.1136111111111,2.28,million metric tons,Measured + Indicated,WO3,0.37,percent,,,2006
216,Emerald Tungsten,Canada,-117.226944444444,49.1069444444444,,,,W,,,,,
216,Emerald Tungsten,Canada,-117.226944444444,49.1069444444444,,,,Mo,,,,,
217,Invincible,Canada,-117.218888888889,49.1158333333333,68141.0,metric tons,,WO3,0.62,percent,,,1973
217,Invincible,Canada,-117.218888888889,49.1158333333333,1.1,million metric tons,Inferred,WO3,0.4,percent,,,2006
217,Invincible,Canada,-117.218888888889,49.1158333333333,2.28,million metric tons,Measured + Indicated,WO3,0.37,percent,,,2006
217,Invincible,Canada,-117.218888888889,49.1158333333333,68141.0,metric tons,,WO3,0.62,percent,,,1973
217,Invincible,Canada,-117.218888888889,49.1158333333333,1.1,million metric tons,Inferred,WO3,0.4,percent,,,2006
217,Invincible,Canada,-117.218888888889,49.1158333333333,2.28,million metric tons,Measured + Indicated,WO3,0.37,percent,,,2006
218,Victory,Canada,-117.176944444444,49.14,74382.0,metric tons,,WO3,0.54,percent,,,1977
220,Bailey,Canada,-128.852222222222,60.7866666666667,404600.0,metric tons,,WO3,1.0,percent,,,1977
220,Bailey,Canada,-128.852222222222,60.7866666666667,404600.0,metric tons,,WO3,1.0,percent,,,1977
221,Burnt Hill,Canada,-66.8166666666667,46.5666666666667,3.6,million metric tons,,WO3,0.12,percent,,,1989
221,Burnt Hill,Canada,-66.8166666666667,46.5666666666667,3.6,million metric tons,,WO3,0.12,percent,,,1989
221,Burnt Hill,Canada,-66.8166666666667,46.5666666666667,3.6,million metric tons,,WO3,0.12,percent,,,1989
221,Burnt Hill,Canada,-66.8166666666667,46.5666666666667,3.6,million metric tons,,WO3,0.12,percent,,,1989
221,Burnt Hill,Canada,-66.8166666666667,46.5666666666667,3.6,million metric tons,,WO3,0.12,percent,,,1989
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,225000.0,metric tons,,WO3,1.35,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,WO3,1.6,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,550000.0,metric tons,,WO3,0.81,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,Cu,0.25,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,225000.0,metric tons,,WO3,1.35,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,WO3,1.6,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,550000.0,metric tons,,WO3,0.81,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,Cu,0.25,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,225000.0,metric tons,,WO3,1.35,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,WO3,1.6,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,550000.0,metric tons,,WO3,0.81,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,Cu,0.25,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,225000.0,metric tons,,WO3,1.35,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,WO3,1.6,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,550000.0,metric tons,,WO3,0.81,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,Cu,0.25,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,225000.0,metric tons,,WO3,1.35,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,WO3,1.6,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,550000.0,metric tons,,WO3,0.81,percent,,,1977
222,Cantung; Canada Tungsten,Canada,-128.2625,61.9528,4.05,million metric tons,Proven,Cu,0.25,percent,,,1977
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Zn,0.18,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Sn,0.182,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Cu,0.075,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,56.0,million metric tons,,Sn,0.165,percent,0.08,percent,1985
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Zn,0.18,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Sn,0.182,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Cu,0.075,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,56.0,million metric tons,,Sn,0.165,percent,0.08,percent,1985
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Zn,0.18,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Sn,0.182,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Cu,0.075,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,56.0,million metric tons,,Sn,0.165,percent,0.08,percent,1985
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Zn,0.18,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Sn,0.182,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Cu,0.075,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,56.0,million metric tons,,Sn,0.165,percent,0.08,percent,1985
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Zn,0.18,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Sn,0.182,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Cu,0.075,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,56.0,million metric tons,,Sn,0.165,percent,0.08,percent,1985
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Zn,0.18,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Sn,0.182,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Cu,0.075,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,56.0,million metric tons,,Sn,0.165,percent,0.08,percent,1985
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Zn,0.18,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Sn,0.182,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Cu,0.075,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,56.0,million metric tons,,Sn,0.165,percent,0.08,percent,1985
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Zn,0.18,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Sn,0.182,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,27.9,million metric tons,Proven + Probable,Cu,0.075,percent,,,1989
223,East Kemptville,Canada,-65.6833333333333,44.1,56.0,million metric tons,,Sn,0.165,percent,0.08,percent,1985
224,Fostung,Canada,-81.65,46.2333333333333,16.2,million metric tons,,WO3,0.23,percent,,,1986
224,Fostung,Canada,-81.65,46.2333333333333,16.2,million metric tons,,MoS2,0.016,percent,,,1986
224,Fostung,Canada,-81.65,46.2333333333333,16.2,million metric tons,,WO3,0.23,percent,,,1986
224,Fostung,Canada,-81.65,46.2333333333333,16.2,million metric tons,,MoS2,0.016,percent,,,1986
224,Fostung,Canada,-81.65,46.2333333333333,16.2,million metric tons,,WO3,0.23,percent,,,1986
224,Fostung,Canada,-81.65,46.2333333333333,16.2,million metric tons,,MoS2,0.016,percent,,,1986
225,Grey River,Canada,-57.10342,47.59343,160000.0,metric tons,,WO3,1.09,percent,,,1985
225,Grey River,Canada,-57.10342,47.59343,360000.0,metric tons,Probable,WO3,1.09,percent,,,1985
225,Grey River,Canada,-57.10342,47.59343,160000.0,metric tons,,WO3,1.09,percent,,,1985
225,Grey River,Canada,-57.10342,47.59343,360000.0,metric tons,Probable,WO3,1.09,percent,,,1985
226,Hollinger,Canada,-81.2866666666667,48.4766666666667,,,,Au,,,,,
226,Hollinger,Canada,-81.2866666666667,48.4766666666667,,,,W,,,,,
227,JC,Canada,-131.704444444444,60.1958333333333,1.25,million metric tons,Indicated,Sn,0.54,percent,0.3,percent,1986
227,JC,Canada,-131.704444444444,60.1958333333333,1.25,million metric tons,Indicated,Sn,0.54,percent,0.3,percent,1986
227,JC,Canada,-131.704444444444,60.1958333333333,1.25,million metric tons,Indicated,Sn,0.54,percent,0.3,percent,1986
227,JC,Canada,-131.704444444444,60.1958333333333,1.25,million metric tons,Indicated,Sn,0.54,percent,0.3,percent,1986
227,JC,Canada,-131.704444444444,60.1958333333333,1.25,million metric tons,Indicated,Sn,0.54,percent,0.3,percent,1986
228,Kalzas,Canada,-134.701944444444,63.2661111111111,,,,W,,,,,
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Zn,3.76,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Cu,2.28,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Ag,63.0,grams/metric ton,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Zn,6.05,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Cu,3.43,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Ag,62.0,grams/metric ton,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Zn,3.76,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Cu,2.28,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Ag,63.0,grams/metric ton,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Zn,6.05,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Cu,3.43,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Ag,62.0,grams/metric ton,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Zn,3.76,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Cu,2.28,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Ag,63.0,grams/metric ton,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Zn,6.05,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Cu,3.43,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Ag,62.0,grams/metric ton,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Zn,3.76,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Cu,2.28,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Ag,63.0,grams/metric ton,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Zn,6.05,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,1.472,million metric tons,,Cu,3.43,percent,,,1999
229,Kidd Creek,Canada,-81.3666666666667,48.6916666666667,29.524,million metric tons,Proven + Probable,Ag,62.0,grams/metric ton,,,1999
230,Kuhn,Canada,-129.863333333333,59.3511111111111,409300.0,metric tons,,MoS2,0.134,percent,,,1982
230,Kuhn,Canada,-129.863333333333,59.3511111111111,78700.0,metric tons,,WO3,0.5,percent,,,1982
230,Kuhn,Canada,-129.863333333333,59.3511111111111,409300.0,metric tons,,WO3,0.48,percent,,,1982
231,Lened,Canada,-128.6347,62.3672,750000.0,metric tons,,WO3,1.17,percent,,,1986
231,Lened,Canada,-128.6347,62.3672,750000.0,metric tons,,Cu,0.15,percent,,,1986
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,Mo,0.029,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,Mo,0.024,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,WO3,0.089,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,WO3,0.102,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,Mo,0.029,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,Mo,0.024,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,WO3,0.089,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,WO3,0.102,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,Mo,0.029,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,Mo,0.024,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,WO3,0.089,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,WO3,0.102,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,Mo,0.029,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,Mo,0.024,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,WO3,0.089,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,WO3,0.102,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,Mo,0.029,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,Mo,0.024,percent,,,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,201.2,million metric tons,Inferred,WO3,0.089,percent,0.06,percent,2009
233,Logtung; Northern Dancer,Canada,-131.597777777778,60.0052777777778,223.4,million metric tons,Measured + Indicated,WO3,0.102,percent,0.06,percent,2009
234,Lucky Mike,Canada,-120.690555555556,50.3005555555556,317485.0,metric tons,,Cu,0.56,percent,,,1973
234,Lucky Mike,Canada,-120.690555555556,50.3005555555556,317485.0,metric tons,,WO3,0.3,percent,,,1973
234,Lucky Mike,Canada,-120.690555555556,50.3005555555556,317485.0,metric tons,,Ag,20.5,grams/metric ton,,,1973
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,2.202,million metric tons,Probable,WO3,1.1869,percent,0.616,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,8.588,million metric tons,Probable,WO3,1.1268,percent,0.616,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,11.857,million metric tons,Inferred,WO3,0.78,percent,0.5,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,33.029,million metric tons,Indicated,WO3,0.88,percent,0.5,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,2.202,million metric tons,Probable,WO3,1.1869,percent,0.616,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,8.588,million metric tons,Probable,WO3,1.1268,percent,0.616,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,11.857,million metric tons,Inferred,WO3,0.78,percent,0.5,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,33.029,million metric tons,Indicated,WO3,0.88,percent,0.5,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,2.202,million metric tons,Probable,WO3,1.1869,percent,0.616,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,8.588,million metric tons,Probable,WO3,1.1268,percent,0.616,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,11.857,million metric tons,Inferred,WO3,0.78,percent,0.5,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,33.029,million metric tons,Indicated,WO3,0.88,percent,0.5,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,2.202,million metric tons,Probable,WO3,1.1869,percent,0.616,percent,2007
235,Mactung; MacMillan Tungsten,Canada,-130.152777777778,63.2822222222222,8.588,million metric tons,Probable,WO3,1.1268,percent,0.616,percent,2007
