Country,Project,Lat,Long,Mine,Source,Ni basis,Co basis,Mineral Deposit Type Primary,Mineral Deposit Type Secondary,Mineral Deposit Type Other Notes,Category,Mt,%Ni,%Co
Australia,Owendale,,,Platina Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Measured,7.8,0.13,0.07
Australia,Owendale,,,Platina Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Indicated,12.5,0.11,0.06
Australia,Owendale,,,Platina Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Inferred,15.3,0.08,0.05
Australia,Owendale,,,Platina Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Proven,2.225,0.13,0.09
Australia,Owendale,,,Platina Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Probable,1.765,0.13,0.08
Australia,Pacific Highway,,,unclear,media 6 June 2018,C,C,Laterite,Oxide,Oxide,Inferred,0.697,0.9043,0.1157
Russia,Pana-Eastern,,,unknown,FODD (2017),C,,Magmatic Sulphide,Layered Intrusive,,Measured,1.103,0.23,
Russia,Pana-Eastern,,,unknown,FODD (2017),C,,Magmatic Sulphide,Layered Intrusive,,Proven,1.103,0.23,
Russia,Pana-Western,,,unknown,FODD (2017),C,,Magmatic Sulphide,Layered Intrusive,,Measured,12.713,0.12,
Russia,Pana-Western,,,unknown,FODD (2017),C,,Magmatic Sulphide,Layered Intrusive,,Proven,12.713,0.12,
South Africa,Pandora JV,,,Lonmin,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,21.34146341463415,0.11240231217618901,
South Africa,Pandora JV,,,Lonmin,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,147.6829268292683,0.11240231217618901,
South Africa,Pandora JV,,,Lonmin,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,21.09756097560976,0.11240231217618901,
Australia,Panton,,,Panoramic Resources,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,,Measured,6.53,0.24738131699846863,
Australia,Panton,,,Panoramic Resources,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,,Indicated,5.63,0.2780284191829485,
Australia,Panton,,,Panoramic Resources,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,,Inferred,2.16,0.31277777777777777,
Australia,Pardoo-Highway,,,Caeneus Minerals,WA MINEDEX,C,C,Magmatic Sulphide,Layered Intrusive,,Inferred,50.0,0.3034,0.03
Australia,Patch-Gulch (Canegrass),,,Nickelore,WA MINEDEX,C,,Laterite,Clay silicate-oxide,Clay silicate-oxide,Indicated,2.6,0.78,
Australia,Patch-Gulch (Canegrass),,,Nickelore,WA MINEDEX,C,,Laterite,Clay silicate-oxide,Clay silicate-oxide,Inferred,27.0,0.7,
Brazil,Pedra Branca (PGEs),,,ValOre Metals Corp,Tech Rep (2019-08),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,27.2,0.18,0.01149
Australia,Pelican,,,GSM Mining Company,WA MINEDEX,C,C,Laterite,Clay silicate,Clay silicate,Inferred,5.39,0.963,0.084
Finland,Perttilahti,,,unknown,Eilu et al (2012),NC,NC,Hydrothermal Ni,VMS,,Inferred,1.324,0.14,0.15
Botswana,Phikwe,,,BCL,website (9 Jan 2013),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,37.201156,0.46,
China,Piaohechuan,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,1.2,0.83,
Brazil,Piauí (São João do Piauí),,,Brazilian Nickel,Fact Sheet (2018),C,C,Laterite,Clay silicate-hydrous Mg silicate,Clay silicate-hydrous Mg silicate,Measured,52.887,1.03,0.048
Brazil,Piauí (São João do Piauí),,,Brazilian Nickel,Fact Sheet (2018),C,C,Laterite,Clay silicate-hydrous Mg silicate,Clay silicate-hydrous Mg silicate,Indicated,19.324,0.92,0.048
South Africa,Pilanesburg-East / West Pits,,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Measured,0.4,0.044,
South Africa,Pilanesburg-East / West Pits,,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Indicated,68.30000000000001,0.10916251830161053,
South Africa,Pilanesburg-East / West Pits,,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,60.0,0.11237499999999999,
South Africa,Pilanesburg-East / West Pits,,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Probable,40.5,0.044,
Cuba,Pinares de Mayari-Nicaro,,,unknown (Cuban Gov't?),Berger et al (2011),NC,NC,Laterite,Oxide,Oxide,Inferred,400.0,1.1,0.14
Australia,Pitkin-State Forest,,,unclear,NSW Exploration Report,NC,NC,Laterite,Oxide,Oxide,Inferred,1.1209114,0.33,0.04
South Africa,Platreef (Flatreef-Turfspruit),,,Ivanhoe Mines,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,346.0,0.32,
South Africa,Platreef (Flatreef-Turfspruit),,,Ivanhoe Mines,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,506.0,0.31,
South Africa,Platreef (Flatreef-Turfspruit),,,Ivanhoe Mines,AIF 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,124.7,0.34,
Indonesia,Pomalaa (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Measured,3.78,1.41,0.13
Indonesia,Pomalaa (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Indicated,5.67,1.38,0.13
Indonesia,Pomalaa (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Inferred,8.98,1.41,0.11
Indonesia,Pomalaa (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Proven,0.76,1.63,0.13
Indonesia,Pomalaa (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Probable,0.74,1.59,0.16
Indonesia,Pomalaa (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Measured,8.99,1.93,0.03
Indonesia,Pomalaa (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Indicated,12.63,1.79,0.03
Indonesia,Pomalaa (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Inferred,9.13,1.73,0.03
Indonesia,Pomalaa (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Proven,7.67,1.89,0.03
Indonesia,Pomalaa (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Probable,11.14,1.75,0.03
New Caledonia,Prony,,,Vale,Dalvi & Bacon (2004),NC,,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,150.0,1.38,
Australia,Prospect D-Barrow Creek,,,Kidman Resources,website (2016-05-25),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,3.1638,0.19743125355585053,
Philippines,Pujada,,,Asiaticus Management Corp,Berger et al (2011),NC,NC,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,200.0,1.3,0.06
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Measured,5.56,1.45,0.17
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Indicated,19.73,1.42,0.15
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Inferred,103.42,1.46,0.15
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Proven,1.37,1.57,0.17
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,,Probable,4.14,1.55,0.17
Indonesia,Pulau-Gag Island (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Measured,8.68,2.06,0.05
Indonesia,Pulau-Gag Island (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Indicated,31.42,1.97,0.04
Indonesia,Pulau-Gag Island (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Inferred,76.76,1.88,0.04
Indonesia,Pulau-Gag Island (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Proven,6.48,1.96,0.05
Indonesia,Pulau-Gag Island (Saprolite),,,PT Antam,AR 2018,C,C,Laterite,Hydrous Mg silicate-oxide,,Probable,22.39,1.87,0.04
Philippines,Pulot,,,Oriental Peninsula,Tech Rep 2008-04,C,C,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Measured,4.642286,1.43,0.08
Philippines,Pulot,,,Oriental Peninsula,Tech Rep 2008-04,C,C,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Indicated,3.123499,1.58,0.06
Philippines,Pulot,,,Oriental Peninsula,Tech Rep 2008-04,C,C,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Inferred,1.89404,1.59,0.06
Cuba,Punta Gorda,,,unknown (Cuban Gov't?),Berger et al (2011),NC,NC,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,310.0,1.3,0.11
Finland,Puumala-Rantala,,,unknown,Eilu et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.02,0.53,
Australia,Pyke Hill,,,"Cougar Metals, Admiralty Resources",AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Measured,4.2,1,0.08
Australia,Pyke Hill,,,"Cougar Metals, Admiralty Resources",AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,6.3,0.98,0.09
Australia,Quicksilver,,,Golden Mile Resources,media 19 Nov 2018,C,C,Laterite,Oxide,,Indicated,4.4,0.72,0.049
Australia,Quicksilver,,,Golden Mile Resources,media 19 Nov 2018,C,C,Laterite,Oxide,,Inferred,21.9,0.63,0.042
Australia,Radio Hill,,,Artemis Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,1.98,0.61,0.04
Australia,Radio Hill,,,Artemis Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,2.04,0.42,0.04
Canada,Raglan,,,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Measured,6.5,3.75,0.08
Canada,Raglan,,,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Indicated,14.2,3.15,0.07
Canada,Raglan,,,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Inferred,14.0,3,0.07
Canada,Raglan,,,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Proven,4.57,2.83,0.06
Canada,Raglan,,,Glencore,ResV-ResC 2018,C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Probable,6.7,2.76,0.06
Canada,Raglan-Nunavik Group #1,,,Jilin Jien Nickel (?),Tech Rep (2011-08),C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Measured,0.559855,0.93,0.04
Canada,Raglan-Nunavik Group #1,,,Jilin Jien Nickel (?),Tech Rep (2011-08),C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Indicated,21.042322,0.9237751215859161,0.044435762745195145
Canada,Raglan-Nunavik Group #1,,,Jilin Jien Nickel (?),Tech Rep (2011-08),C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Inferred,5.22663,0.7204827192665254,0.03419105580460066
Canada,Raglan-Nunavik Group #2,,,Jilin Jien Nickel (?),Tech Rep (2010-04),C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Indicated,5.641,0.6,0.03
Canada,Raglan-Nunavik Group #2,,,Jilin Jien Nickel (?),Tech Rep (2010-04),C,C,Magmatic Sulphide,Proterozoic Komatiite-related,,Inferred,1.777,0.56,0.03
PNG,Ramu,-5.570766666666667,145.20393333333334,"MCC, Highlands Pacific",AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Measured,34.0,0.9,0.1
PNG,Ramu,-5.570766666666667,145.20393333333334,"MCC, Highlands Pacific",AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,42.0,0.9,0.1
PNG,Ramu,-5.570766666666667,145.20393333333334,"MCC, Highlands Pacific",AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,60.0,1,0.1
PNG,Ramu,-5.570766666666667,145.20393333333334,"MCC, Highlands Pacific",AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Proven,24.0,0.9,0.1
PNG,Ramu,-5.570766666666667,145.20393333333334,"MCC, Highlands Pacific",AR 2018,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Probable,33.0,0.9,0.1
Philippines,Rapid City II-Dinagat Island,,,Century Peak Metals,AR 2015,C,,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Indicated,9.067,1.07,
Finland,Rautavaara R1,,,Bluejay Mining,QR (2011-03),C,C,Hydrothermal Ni,IOCG,,Indicated,28.3013,0.192,0.012
Finland,Rautavaara R1,,,Bluejay Mining,QR (2011-03),C,C,Hydrothermal Ni,IOCG,,Inferred,5.9604,0.186,0.012
Australia,RAV 1-4-5-8,,,Australasian Mining,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,1.705605,1.004263208656166,
Australia,RAV 1-4-5-8,,,Australasian Mining,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Probable,0.038935,2.94,
Australia,Ravensthorpe,,,First Quantum,AIF 2018,C,C,Laterite,Oxide,Oxide,Measured,86.8,0.6345161290322582,0.02854838709677419
Australia,Ravensthorpe,,,First Quantum,AIF 2018,C,C,Laterite,Oxide,Oxide,Indicated,141.9,0.58,0.03
Australia,Ravensthorpe,,,First Quantum,AIF 2018,C,C,Laterite,Oxide,Oxide,Inferred,110.0,0.52,0.02
Australia,Ravensthorpe,,,First Quantum,AIF 2018,C,C,Laterite,Oxide,Oxide,Proven,81.8,0.63,0.03
Australia,Ravensthorpe,,,First Quantum,AIF 2018,C,C,Laterite,Oxide,Oxide,Probable,115.4,0.58,0.03
USA,Red Flat Mountain,,,unknown,pers. comm. Golightly,NC,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Inferred,14.5152,0.91,
USA,Riddle (Nickel Mountain),,,unknown,Berger et al (2011),NC,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Inferred,37.5,1.1,
Finland,Riihilathi,,,unknown,Eilu et al (2012),NC,NC,Hydrothermal Ni,VMS,,Inferred,0.7,0.03,0.09
Philippines,Rio Tuba,,,Nickel Asia Corp-60%,AR 2018,C,,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Indicated,51.758,1.264552919355462,
Philippines,Rio Tuba,,,Nickel Asia Corp-60%,AR 2018,C,,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Inferred,9.605,1.6384570536179073,
Philippines,Rio Tuba,,,Nickel Asia Corp-60%,AR 2018,C,,Laterite,Hydrous Mg silicate-Oxide,Hydrous Mg silicate-oxide,Probable,48.854,1.200702501330495,
Canada,River Valley,,,New Age Metals,Tech Rep (2019-01),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Measured,56.0967,0.02,0.006
Canada,River Valley,,,New Age Metals,Tech Rep (2019-01),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,43.1585,0.02,0.006
Canada,River Valley,,,New Age Metals,Tech Rep (2019-01),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,52.306,0.02,0.001
Australia,Riverina-Martins,,,Carnegie Gold,WA MINEDEX,C,C,Laterite,Oxide-Clay silicate,Oxide-clay silicate,Indicated,2.19585,1.01,0.06
Russia,Rogozhinskoe (Rogozha),,,unknown,Berger et al (2011),NC,NC,Laterite,Hydrous Mg silicate-Oxide,,Inferred,2.5,0.8,0.06
Philippines,Romblon,,,Dynamo Atlantic,AR 2011,C,,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,7.26,1.54,
Sweden,Rönnbäcksnäset (Rönnbäcken),,,Nickel Mountain Resources,Tech Rep (2011-04),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,225.4,0.003,
Sweden,Rönnbäcksnäset (Rönnbäcken),,,Nickel Mountain Resources,Tech Rep (2011-04),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,86.5,0.1,0.003
South Africa,Rooderand (Platinum Australia),,,"Pt Australia, Atla Mining Res",AR 2012,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,4.35,0.12306206896551723,
South Africa,Rooderand (Platinum Australia),,,"Pt Australia, Atla Mining Res",AR 2012,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,5.569999999999999,0.13902800718132854,
South Africa,Rooderand (Platinum Australia),,,"Pt Australia, Atla Mining Res",AR 2012,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,5.4399999999999995,0.16053970588235295,
South Africa,Rooderand (Sedibelo),,,"Sedibelo Pt Mines, Moepi",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,7.6499999999999995,0.05,
South Africa,Rooipoort,,,unknown,Tech Rep (2005-12),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,18.128,0.18527967784642543,
Sweden,Ror,,,unknown,Tech Rep (2009-06),NC,NC,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,6.37,0.35,0.01
Sweden,Rörmyrberget,,,unknown,Eilu (2012),NC,NC,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,4.24,0.61,0.02
Puerto Rico,Rosario,,,unknown,Weaver (1992),NC,NC,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,5.352480000000001,0.8238983050847457,0.06813559322033898
Canada,Roughrider East/West,,,Rio Tinto,Tech Rep (2011-09),C,C,Hydrothermal Ni,Unconformity-related Uranium,,Indicated,0.3942,0.02214611872146119,0.004429223744292238
Canada,Roughrider East/West,,,Rio Tinto,Tech Rep (2011-09),C,C,Hydrothermal Ni,Unconformity-related Uranium,,Inferred,0.1616,0.13917079207920793,0.029950495049504956
Serbia,Rudjinci,,,unknown,SMME (2013),NC,NC,Laterite,Clay silicate,Clay silicate,Inferred,14.0,1.15,0.055
South Africa,Ruighoek,,,"Sedibelo Pt Mines, Itereleng Bakgatla",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,12.2,0.083,
South Africa,Ruighoek,,,"Sedibelo Pt Mines, Itereleng Bakgatla",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,5.1,0.083,
Finland,Ruimu,,,Bluejay Mining,Pres. (2011-11),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,3.5,0.32,0.04
Russia,Runnijoki,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,15.385,0.65,
South Africa,Rustenburg Group,,,Sibanye-Stillwater,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,371.9,0.12904978586723767,0.05787740899357601
South Africa,Rustenburg Group,,,Sibanye-Stillwater,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,123.50000000000003,0.14800161812297732,0.04581715210355987
South Africa,Rustenburg Group,,,Sibanye-Stillwater,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,15.399999999999999,0.19000000000000003,0.019090909090909096
South Africa,Rustenburg Group,,,Sibanye-Stillwater,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,107.95987932715748,0.11911099981218305,0.06420209102861078
South Africa,Rustenburg Group,,,Sibanye-Stillwater,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,115.7326121404193,0.2087064182678269,0.007186824738655609
Australia,Ruth Well,,,Artemis Resources,WA MINEDEX,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,0.06,0.99,0.04
Australia,Ruth Well,,,Artemis Resources,WA MINEDEX,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.09,1.05,0.04
Russia,Rybozerskoe,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Archean komatiite,,Inferred,5.26,0.38,
Australia,Saints,,,Minotaur Exploration,media 4 May 2017,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,1.05,2,0.06
Côte d'Ivoire,Samapleu,,,"Sama Resources, SODEMI",Tech Rep (2015-12),C,C,Magmatic Sulphide,Layered Intrusive,,Indicated,14.159,0.24,0.02
Côte d'Ivoire,Samapleu,,,"Sama Resources, SODEMI",Tech Rep (2015-12),C,C,Magmatic Sulphide,Layered Intrusive,,Inferred,26.48,0.24,0.01
Finland,Sampolanmäki,,,unknown,Eilu et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.03,1.4,
Cuba,San Felipe,,,unknown (Cuban Gov't?),Berger et al (2011),NC,,Laterite,Oxide,Oxide,Inferred,234.0,1.3,
Philippines,Santa Cruz,,,Benguet Corp,AR's 2013 to 2018,C,,Laterite,Oxide-Clay silicate,,Measured,36.451190000000004,1.0448611142736355,
Philippines,Santa Cruz,,,Benguet Corp,AR's 2013 to 2018,C,,Laterite,Oxide-Clay silicate,,Indicated,8.67,1.1,
Philippines,Santa Cruz,,,Benguet Corp,AR's 2013 to 2018,C,,Laterite,Oxide-Clay silicate,,Inferred,10.71,1.1,
Brazil,Santa Fé-Iporá,,,unknown,Berger et al (2011),NC,NC,Laterite,Hydrous Mg silicate,Hydrous Mg silicate,Inferred,61.0,1.5,0.06
Brazil,Santa Rita,,,"Atlantic Nickel, Appian Capital",media (28 Oct 2019),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,13.167,0.2457271925958572,0.01
Brazil,Santa Rita,,,"Atlantic Nickel, Appian Capital",media (28 Oct 2019),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,46.006,0.20046165711767297,0.01
Brazil,Santa Rita,,,"Atlantic Nickel, Appian Capital",media (28 Oct 2019),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,0.045,0.1616626267078008,0.01
India,Saruabil,,,Indian Gov't,Berger et al (2011),NC,NC,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,18.4,0.92,0.08
Australia,Savannah-Copernicus,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Layered Intrusive,,Measured,2.0549999999999997,1.5593430656934306,0.08138686131386863
Australia,Savannah-Copernicus,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Layered Intrusive,,Indicated,8.052,1.7243815201192254,0.12212121212121214
Australia,Savannah-Copernicus,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Layered Intrusive,,Inferred,3.105,1.5282190016103059,0.109829307568438
Australia,Savannah-Copernicus,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Layered Intrusive,,Proven,1.365,1.15,0.06
Australia,Savannah-Copernicus,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Layered Intrusive,,Probable,6.844,1.24,0.09914962010520165
Australia,Sconi North-Bell Creek Group,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Measured,7.8,0.96,0.07
Australia,Sconi North-Bell Creek Group,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Indicated,5.0,0.8324000000000001,0.040400000000000005
Australia,Sconi North-Minnimoolka,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Measured,4.7,0.82,0.05
Australia,Sconi North-Minnimoolka,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Indicated,0.9,0.78,0.04
Australia,Sconi South-Greenvale,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Measured,5.4,0.77,0.062
Australia,Sconi South-Greenvale,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,10.5,0.7122857142857143,0.05117142857142857
Australia,Sconi South-Greenvale,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,11.5,0.42782608695652175,0.03465217391304348
Australia,Sconi South-Kokomo,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Measured,2.2,0.57,0.11
Australia,Sconi South-Kokomo,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Indicated,17.2,0.56,0.09
Australia,Sconi South-Kokomo,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Inferred,10.2,0.36,0.04
Australia,Sconi South-Lucknow,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Measured,1.7,0.45,0.1
Australia,Sconi South-Lucknow,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Indicated,10.6,0.27,0.07
Australia,Sconi South-Lucknow,,,Australian Mines,media 21 Oct. 2013,C,C,Laterite,Oxide,Oxide,Inferred,1.5,0.4,0.07
Australia,Scotia Group,,,Minotaur Exploration,WA MINEDEX,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,0.221,3.0384615384615383,
Botswana,SE Extension,,,BCL,website (9 Jan 2013),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,4.467561,1.47,
South Africa,Sedibelo Central,,,"Sedibelo Pt Mines, Itereleng Bakgatla Min. Res.",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,5.85,0.015,
South Africa,Sedibelo Central,,,"Sedibelo Pt Mines, Itereleng Bakgatla Min. Res.",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,54.150000000000006,0.07591874422899354,
South Africa,Sedibelo Central,,,"Sedibelo Pt Mines, Itereleng Bakgatla Min. Res.",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,48.95,0.081,
