Country,Project,Lat,Long,Mine,Source,Ni basis,Co basis,Mineral Deposit Type Primary,Mineral Deposit Type Secondary,Mineral Deposit Type Other Notes,Category,Mt,%Ni,%Co
South Africa,Hoedspruit,,,Sibanya-Stillwater,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,37.97297297297297,0.1583219183197408,
South Africa,Hoedspruit,,,Sibanya-Stillwater,AR 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,6.081081081081081,0.16593686374435782,
Australia,Honeymoon Well Group (laterite),,,Norilsk Nickel,AR 2018,C,,Laterite,Oxide-Clay Silicate,Oxide-Clay Silicate,Inferred,339.0,0.81,0.05
Australia,Honeymoon Well Group (sulfide),,,Norilsk Nickel,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Indicated,173.3,0.68,
Australia,Honeymoon Well Group (sulfide),,,Norilsk Nickel,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,11.9,0.68,
China,Hongqiling,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,8.9,2.3,
Finland,Hotinvaara,,,Magnus Minerals,Pres. (2014-05),C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,1.267,0.43,0.03
China,Huangshandong-Huangshan-Xiangshan,,,Xinjiang Xinxin Mining Industry,AR 2018,C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,79.165654,0.45,
China,Huangshandong-Huangshan-Xiangshan,,,Xinjiang Xinxin Mining Industry,AR 2018,C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Probable,29.758688,0.49,
China,Huanshanxi,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,80.0,0.54,
Russia,Hursulskoe,,,unknown,Eilu (2012),NC,,Magmatic Sulphide,Archean komatiite,,Inferred,1125.0,0.4,
Oman,Ibra Group,,,unknown,pers. comm. Golightly,NC,,Laterite,Oxide,Oxide,Inferred,150.0,0.7,
Finland,Ilmolahti-Ilmolahti,,,unknown,Eilu et al (2012),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.21,0.37,0.04
Finland,Ilmolahti-Mäkisalo,,,unknown,Eilu et al (2012),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.104,0.43,0.03
Finland,Ilmolahti-Ohensalo,,,unknown,Eilu et al (2012),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.137,0.24,
Finland,Ilmolahti-Törmälä,,,unknown,Eilu et al (2012),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.116,0.6,0.03
South Africa,Impala,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,289.4,0.09390463026952317,
South Africa,Impala,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,138.1,0.1083055756698045,
South Africa,Impala,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,25.299999999999997,2.072411067193676,
South Africa,Impala,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,21.200000000000003,0.09547169811320753,
South Africa,Impala,,,Impala Pt,ResV-ResC 2018,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Probable,85.7,0.06085180863477247,
South Africa,Impala-RBR JV,,,Impala Pt-RBR JV,ResV-ResC 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,3.8,0.1830315000677236,
South Africa,Impala-RBR JV,,,Impala Pt-RBR JV,ResV-ResC 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,4.4,0.1734002471734234,
South Africa,Impala-RBR JV,,,Impala Pt-RBR JV,ResV-ResC 2017,C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,3.2,0.1704676541447102,
Philippines,Infanta,,,MacroAsia Corp?,Website (13-01-2013),C,,Laterite,Oxide,Oxide-Hydrous Mg silicate,Measured,13.475,1.22,
Philippines,Infanta,,,MacroAsia Corp?,Website (13-01-2013),C,,Laterite,Oxide,Oxide-Hydrous Mg silicate,Indicated,35.535,1.08,
Philippines,Infanta,,,MacroAsia Corp?,Website (13-01-2013),C,,Laterite,Oxide,Oxide-Hydrous Mg silicate,Inferred,3.736,1.04,
Brazil,Ipanema,,,unknown,Berger et al (2011),NC,,Laterite,Clay silicate,,Inferred,4.0,1.2,
Philippines,Ipilan-Celestial,,,DMCI Holdings,AR 2011,C,,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,43.37,1.2,
Solomon Islands,Isabela Island (San Jorge-Kolosori),,,Axiom Mining,media (29 Dec 2015),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Measured,1.9,1.4,0.07
Solomon Islands,Isabela Island (San Jorge-Kolosori),,,Axiom Mining,media (29 Dec 2015),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,6.9,1.3,0.07
Solomon Islands,Isabela Island (San Jorge-Kolosori),,,Axiom Mining,media (29 Dec 2015),C,C,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,7.2,1.2,0.07
Philippines,Isabela-New Frontier,,,NiHAO Mineral Resources Int'l,Sajona & Domingo (2011),NC,,Laterite,Oxide-Hydrous Mg silicate,Oxide-Hydrous Mg silicate,Inferred,42.38,1.16,
Russia,Ishkinino (Russia),,,unknown,"Herrington et al, (2005)",NC,NC,Hydrothermal Ni,VMS,,Inferred,1.0,0.3,0.2
Finland,Iso-Siettelöjoki,,,unknown,Sandstad et al (2012),C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.5,0.29,0.05
Brazil,Jacaré,,,Anglo American,ResV-ResC 2018,C,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Measured,6.3,1.15,
Brazil,Jacaré,,,Anglo American,ResV-ResC 2018,C,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Indicated,93.4,1.3287152034261243,
Brazil,Jacaré,,,Anglo American,ResV-ResC 2018,C,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,206.9,1.2570855485741905,
South Africa,Jacomyns Pan,,,unknown,AR 1997,C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,114.18,0.24662637940094587,
Brazil,Jacupiranga,,,unknown,Berger et al (2011),NC,,Laterite,Hydrous Mg silicate-clay silicate-oxide,,Inferred,13.0,1.4,
Brazil,Jaguar-Onca Rosa,,,Centaurus Metals,media (6 Aug 2019),NC,NC,Hydrothermal Ni,IOCG,,Measured,19.0,0.79,0.0145
Brazil,Jaguar-Onca Rosa,,,Centaurus Metals,media (6 Aug 2019),NC,NC,Hydrothermal Ni,IOCG,,Indicated,21.4,0.77,0.0123
Finland,Jauratsi,,,unknown,Eilu et al (2012),C,,Hydrothermal Ni,IOCG,,Inferred,16.5,0.05,
Australia,Jericho,,,BHP Group,AR 2018,C,,Magmatic Sulphide,Archean Komatiite,,Inferred,31.0,0.59,
Australia,Jimberlana-Bronzite Ridge,,,Thousand Island Resources,WA MINEDEX,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,4.31,1.02,0.063
China,Jinbaoshan,,,unknown,Lu et al (2019),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,Emeishan LIP,Inferred,34.0,0.17,
China,Jinchuan,,,Jinchuan Group,calc; Porter (2016),NC,NC,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,361.9135684630191,1.18,0.031
Australia,Julia (Goblin / Leprechaun),,,Wingstar Investments (?),WA MINEDEX,C,,Laterite,Oxide,,Indicated,4.8203,0.8018573532767671,
Australia,Julia (Goblin / Leprechaun),,,Wingstar Investments (?),WA MINEDEX,C,,Laterite,Oxide,,Inferred,21.1081,0.7296117604142486,
Canada,Junior Lake-B4-7 / Alpha,,,Landore Resources,Tech Rep (2018-01),C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,3.292,0.62,0.05
Canada,Junior Lake-B4-7 / Alpha,,,Landore Resources,Tech Rep (2018-01),C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.568,0.61,0.05
Canada,Junior Lake-VW,,,Landore Resources,Tech Rep (2018-01),C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,1.084,0.63,0.02
Canada,Junior Lake-VW,,,Landore Resources,Tech Rep (2018-01),C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.18,0.6,0.02
Russia,Juzhno-Konzhozero,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Archean komatiite,,Inferred,4.2,0.38,
Tanzania,Kabanga,,,"Glencore, Barrick Gold",ResV-ResC 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Measured,13.8,2.49,0.21
Tanzania,Kabanga,,,"Glencore, Barrick Gold",ResV-ResC 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Indicated,23.4,2.72,0.19
Tanzania,Kabanga,,,"Glencore, Barrick Gold",ResV-ResC 2018,C,C,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,21.0,2.6,0.2
China,Kalatongke,,,Xinjiang Xinxin Mining Industry,AR 2018,C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,29.825994,0.56,
China,Kalatongke,,,Xinjiang Xinxin Mining Industry,AR 2018,C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Probable,19.47397,0.62,
India,Kaliapani,,,Indian Gov't,Berger et al (2011),NC,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,64.6,0.88,
Zambia,Kalumbila-Enterprise,,,First Quantum,AIF 2018,C,,Hydrothermal Ni,Sediment-hosted Stratiform Cu,Co-Ni-Cu,Measured,5.1,1.56,
Zambia,Kalumbila-Enterprise,,,First Quantum,AIF 2018,C,,Hydrothermal Ni,Sediment-hosted Stratiform Cu,Co-Ni-Cu,Indicated,34.6,0.9264450867052023,
Zambia,Kalumbila-Enterprise,,,First Quantum,AIF 2018,C,,Hydrothermal Ni,Sediment-hosted Stratiform Cu,Co-Ni-Cu,Inferred,20.9,0.63,
Zambia,Kalumbila-Enterprise,,,First Quantum,AIF 2018,C,,Hydrothermal Ni,Sediment-hosted Stratiform Cu,Co-Ni-Cu,Proven,5.3,1.43,
Zambia,Kalumbila-Enterprise,,,First Quantum,AIF 2018,C,,Hydrothermal Ni,Sediment-hosted Stratiform Cu,Co-Ni-Cu,Probable,30.1,0.89,
Australia,Kambalda Tailings,,,Jubilee Metals Group (?),WA MINEDEX,C,,Tailings,Magmatic Sulphide,Archean Komatiite,Inferred,32.64,0.41,
Australia,Kambalda-Beta Hunt Group,,,RNC Minerals,AIF 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Measured,0.096,4.6,0.03
Australia,Kambalda-Beta Hunt Group,,,RNC Minerals,AIF 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,0.283,4,0.03
Australia,Kambalda-Beta Hunt Group,,,RNC Minerals,AIF 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.216,3.4,0.03
Australia,Kambalda-Blair,,,Pioneer Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,0.07556,4.37,0.03
Australia,Kambalda-Blair,,,Pioneer Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.14715,2.18,0.03
Australia,Kambalda-Foster/Jan/Fisher,,,Gold Fields,WA MINEDEX,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,0.579,2.21,0.03
Australia,Kambalda-Foster/Jan/Fisher,,,Gold Fields,WA MINEDEX,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.40900000000000003,2.9738875305623473,0.03
Australia,Kambalda-Independence Group,,,Independence Group,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,0.4,4.01,0.03
Australia,Kambalda-Independence Group,,,Independence Group,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.35,4.4,0.03
Australia,Kambalda-Lanfranchi Group,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Measured,0.18,3.7436111111111114,0.03
Australia,Kambalda-Lanfranchi Group,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,2.5170000000000003,1.7297735399284857,0.03
Australia,Kambalda-Lanfranchi Group,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,2.9560000000000004,1.5188734776725303,0.03
Australia,Kambalda-Lanfranchi Group,,,Panoramic Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Probable,0.208,2.025192307692308,0.03
Australia,Kambalda-Mincor Group,,,Mincor Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Measured,0.2691428571428572,3.6713375796178345,0.03
Australia,Kambalda-Mincor Group,,,Mincor Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,2.7531428571428567,3.539850560398506,0.03
Australia,Kambalda-Mincor Group,,,Mincor Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.7255,3.784355616815989,0.03
Australia,Kambalda-Mincor Group,,,Mincor Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Proven,0.028,2.6,0.03
Australia,Kambalda-Mincor Group,,,Mincor Resources,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Probable,1.108,2.5,0.03
Australia,Kambalda-Mount Edwards/Armstrong Group,,,Neometals,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,2.58,2,0.03
Australia,Kambalda-Mount Edwards/Armstrong Group,,,Neometals,AR 2018,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,4.805,1.5,0.03
Australia,Kambalda-Spargoville,,,Estrella Resources,WA MINEDEX,C,C,Magmatic Sulphide,Archean Komatiite,,Indicated,0.1292,2.3739318885448912,0.03
Australia,Kambalda-Spargoville,,,Estrella Resources,WA MINEDEX,C,C,Magmatic Sulphide,Archean Komatiite,,Inferred,0.2173,2.370782328578003,0.03
India,Kansa,,,Indian Gov't,Berger et al (2011),NC,NC,Laterite,Oxide,Oxide,Inferred,40.88,0.8,0.08
Tanzania,Kapalagulu (Mibango),,,unknown,Evans et al (2016),NC,NC,Laterite,Oxide,Oxide,Inferred,55.1,0.96,0.05
Greece,Kastoria,,,Larco,Berger et al (2011),NC,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,1.6,1.32,
Finland,Kaukua,,,Palladium One Resources,Tech Rep (2019-09),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Indicated,10.985,0.09,0.0064
Finland,Kaukua,,,Palladium One Resources,Tech Rep (2019-09),C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,10.875,0.08,0.0054
Australia,Keller Creek-Eskimo Knoll,,,Panoramic Resources,WA MINEDEX,C,,Magmatic Sulphide,Proterozoic Komatiite,,Inferred,0.156,2.32,
Kazakhstan,Kempirsai (Kempirsay),,,"Bekem Metals Inc., KKM",Berger et al (2011),NC,NC,Laterite,Clay silicate-hydrous Mg silicate,Clay silicate-hydrous Mg silicate,Inferred,8.7,1.14,0.054
Canada,Kenbridge,,,Transition Metals Corp,AR 2011,C,C,Magmatic Sulphide,Layered Intrusive,,Measured,4.464,0.42,0.01
Canada,Kenbridge,,,Transition Metals Corp,AR 2011,C,C,Magmatic Sulphide,Layered Intrusive,,Indicated,2.675,0.96,0.02
Canada,Kenbridge,,,Transition Metals Corp,AR 2011,C,C,Magmatic Sulphide,Layered Intrusive,,Inferred,0.118,1.38,0.003
Finland,Kevitsa,,,Boliden,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Measured,86.1,0.13723630834771638,0.006450863213811421
Finland,Kevitsa,,,Boliden,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Indicated,181.0,0.1507256663951927,0.006450863213811421
Finland,Kevitsa,,,Boliden,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Inferred,19.2,0.14191899070385125,0.006475824175824175
Finland,Kevitsa,,,Boliden,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Proven,62.5,0.13546812749003984,0.006475824175824175
Finland,Kevitsa,,,Boliden,ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Contact-type,Probable,66.1,0.1548207171314741,0.006475824175824175
Russia,Khikhnajarvi,,,unknown,Korsakova et al (2012),NC,,Magmatic Sulphide,Proterozoic komatiite,,Inferred,2.6,0.47,
Russia,Kingash-Kingashsky,,,Intergeo MMC (?),Tech Rep (2012-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Measured,100.92,0.443,0.016
Russia,Kingash-Kingashsky,,,Intergeo MMC (?),Tech Rep (2012-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Indicated,126.59,0.35,0.016
Russia,Kingash-Kingashsky,,,Intergeo MMC (?),Tech Rep (2012-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Inferred,83.69,0.299,0.015
Russia,Kingash-Kuyovsky,,,Intergeo MMC (?),Tech Rep (2012-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Measured,50.99,0.558,0.019
Russia,Kingash-Kuyovsky,,,Intergeo MMC (?),Tech Rep (2012-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Indicated,40.08,0.508,0.019
Russia,Kingash-Verkhnekingashsky,,,Intergeo MMC (?),Tech Rep (2012-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Measured,66.15,0.404,0.015
Russia,Kingash-Verkhnekingashsky,,,Intergeo MMC (?),Tech Rep (2012-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Indicated,106.86,0.388,0.015
Russia,Kingash-Verkhnekingashsky,,,Intergeo MMC (?),Tech Rep (2012-05),C,C,Magmatic Sulphide,Small M-UM Intrusion-related,Siberian Traps LIP,Inferred,17.61,0.34,0.014
South Africa,Kliprivier,,,unclear,Website (7 April 2016),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,109.6,0.11240231217618901,
Australia,KNP East-Bulong: Bulong East,,,Ardea Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Indicated,15.9,1.06,0.06
Australia,KNP East-Bulong: Bulong East,,,Ardea Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Inferred,24.0,0.79,0.05
Australia,KNP East-Bulong: Taurus,,,Ardea Resources,AR 2018,C,C,Laterite,Clay silicate,Clay silicate,Inferred,14.2,0.84,0.05
Australia,KNP East-Hampton: Kalpini (Lake Rebecca),,,Ardea Resources,AR 2018,C,C,Laterite,Clay silicate-Oxide,Clay silicate-oxide,Inferred,75.0,0.73,0.044
Australia,KNP West-Goongarrie: Big Four,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Indicated,34.2,0.71,0.08
Australia,KNP West-Goongarrie: Big Four,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Inferred,7.6,0.61,0.09
Australia,KNP West-Goongarrie: Ghost Rocks,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-Clay silicate,Oxide-hydrous Mg silicate,Inferred,47.3,0.66,0.04
Australia,KNP West-Goongarrie: Goongarrie Hill,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-Clay silicate,Oxide-hydrous Mg silicate,Inferred,53.6,0.6,0.04
Australia,KNP West-Goongarrie: Goongarrie South,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Measured,5.8,1.08,0.14
Australia,KNP West-Goongarrie: Goongarrie South,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Indicated,51.4,0.78,0.08
Australia,KNP West-Goongarrie: Goongarrie South,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Inferred,25.8,0.63,0.07
Australia,KNP West-Goongarrie: Highway,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Indicated,52.9,0.66,0.04
Australia,KNP West-Goongarrie: Highway,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Inferred,34.1,0.64,0.04
Australia,KNP West-Goongarrie: Scotia,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide,Oxide,Inferred,11.2,0.77,0.08
Australia,KNP West-Siberia: Black Range,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-Clay silicate,Oxide-hydrous Mg silicate,Inferred,20.1,0.75,0.103
Australia,KNP West-Siberia: Siberia North,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-Clay silicate,Oxide-hydrous Mg silicate,Indicated,10.0,0.64,0.05
Australia,KNP West-Siberia: Siberia North,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-Clay silicate,Oxide-hydrous Mg silicate,Inferred,53.3,0.65,0.04
Australia,KNP West-Siberia: Siberia South,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-Clay silicate,Oxide-hydrous Mg silicate,Inferred,96.5,0.65,0.03
Australia,KNP Yerilla: Aubils,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,49.4,0.7,0.07
Australia,KNP Yerilla: Boyce Creek,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Indicated,26.8,0.77,0.06
Australia,KNP Yerilla: Jump-Up Dam,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Measured,3.8,0.94,0.05
Australia,KNP Yerilla: Jump-Up Dam,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Indicated,41.6,0.78,0.04
Australia,KNP Yerilla: Jump-Up Dam,,,Ardea Resources,AR 2018,C,C,Laterite,Oxide-clay silicate,Oxide-clay silicate,Inferred,18.4,0.63,0.03
Finland,Koivujoki,,,unknown,Eilu et al (2012),NC,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,0.025,0.94,
Russia,Kola Peninsula,,,Norilsk Nickel,AR 2018,C,C,Magmatic Sulphide,Proterozoic komatiite,Pechenga camp,Indicated,327.277,0.69,0.022886784412978246
Russia,Kola Peninsula,,,Norilsk Nickel,AR 2018,C,C,Magmatic Sulphide,Proterozoic komatiite,Pechenga camp,Inferred,144.211,0.63,0.022886784412978246
Russia,Kola Peninsula,,,Norilsk Nickel,AR 2018,C,C,Magmatic Sulphide,Proterozoic komatiite,Pechenga camp,Proven,45.074,0.58,0.022886784412978246
Russia,Kola Peninsula,,,Norilsk Nickel,AR 2018,C,C,Magmatic Sulphide,Proterozoic komatiite,Pechenga camp,Probable,55.844,0.57,0.022886784412978246
New Caledonia,Koniambo,,,Glencore-SMSP,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Measured,12.8,2.48,
New Caledonia,Koniambo,,,Glencore-SMSP,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Indicated,43.6,2.4,
New Caledonia,Koniambo,,,Glencore-SMSP,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Inferred,83.0,2.5,
New Caledonia,Koniambo,,,Glencore-SMSP,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Proven,11.7,2.27,
New Caledonia,Koniambo,,,Glencore-SMSP,AR 2018,C,,Laterite,Hydrous Mg silicate-oxide,Hydrous Mg silicate-oxide,Probable,30.1,2.2,
PNG,Koreppa (Waria Valley-Bovio Hill),-7.95,147.25,unknown,Grainger & Grainger (1974),NC,,Laterite,Oxide-hydrous Mg silicate,Oxide-hydrous Mg silicate,Inferred,13.321792,0.7135692495424037,
South Africa,Kroondal (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Measured,38.6,0.05,0.07
South Africa,Kroondal (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Indicated,4.9,0.05,0.07
South Africa,Kroondal (PSA),,,"Anglo Am Pt, Sibanye-Stillwater",ResV-ResC 2018,C,C,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Proven,16.0,0.05,0.07
South Africa,Kruidfontein,,,"Sedibelo Pt Mines, Watervale",Website (21 Oct 2019),C,,Magmatic Sulphide,Layered Intrusive,Stratabound Stratiform Reef-type,Inferred,148.8,0.132,
Finland,Kuhmo-Arola,,,Boliden,media (8 July 2014),C,,Hydrothermal Ni,IOCG,,Inferred,1.5,0.46,
Finland,Kuhmo-Hietaharju,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,IOCG,,Indicated,0.85,0.85,0.06
Finland,Kuhmo-Hietaharju,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,IOCG,,Inferred,0.24,0.59,0.04
Finland,Kuhmo-Kauniinlampi,,,unknown,Eilu et al (2012),NC,,Hydrothermal Ni,IOCG,,Inferred,0.5,0.45,
Finland,Kuhmo-Peura-Aho,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,IOCG,,Indicated,0.4,0.63,0.04
Finland,Kuhmo-Peura-Aho,,,Boliden,media (8 July 2014),C,C,Hydrothermal Ni,IOCG,,Inferred,0.09,0.48,0.03
Finland,Kuhmo-Sika-Aho,,,Boliden,media (8 July 2014),C,,Hydrothermal Ni,IOCG,,Inferred,0.17,0.66,
Finland,Kuhmo-Vaara,,,Boliden,media (19 Oct 2009),C,,Hydrothermal Ni,IOCG,,Indicated,7.502483,0.32,0.01
Finland,Kuhmo-Vaara,,,Boliden,media (19 Oct 2009),C,,Hydrothermal Ni,IOCG,,Inferred,0.738883,0.27,0.01
Albania,Kukes-Krume-Lure,,,unknown,pers. comm. Sokol Mati,NC,NC,Laterite,Clay silicate-oxide-hydrous Mg silicate,Clay silicate-oxide-hydrous Mg silicate,Inferred,81.05600000000001,1.012936241610738,0.05008438610343465
Russia,Kumbuksinskoe,,,unknown,Korsakova et al (2012),C,,Magmatic Sulphide,Small M-UM Intrusion-related,,Inferred,20.83,0.7,
Russia,Kun-Manie Group,,,Amur Minerals Corp,AR 2018,C,C,Hydrothermal Ni,Porphyry,,Measured,11.2,0.71,0.011
Russia,Kun-Manie Group,,,Amur Minerals Corp,AR 2018,C,C,Hydrothermal Ni,Porphyry,,Indicated,107.0,0.74,0.015
Russia,Kun-Manie Group,,,Amur Minerals Corp,AR 2018,C,C,Hydrothermal Ni,Porphyry,,Inferred,37.0,0.79,0.017
Russia,Kun-Manie Group,,,Amur Minerals Corp,AR 2018,C,C,Hydrothermal Ni,Porphyry,,Probable,89.0,0.7469887640449439,0.015
