Country,Project,Lat,Long,Company,Category,Mt ore,%Ni
Myanmar,Mwetaung,,,Kingbao (Jingbao) Mining Co.,Measured,0,
Myanmar,Mwetaung,,,Kingbao (Jingbao) Mining Co.,Indicated,0,
Myanmar,Mwetaung,,,Kingbao (Jingbao) Mining Co.,Inferred,110,1.09
New Caledonia,Koniambo,,,Glencore-SMSP,Measured,12.8,2.48
New Caledonia,Koniambo,,,Glencore-SMSP,Indicated,43.6,2.40
New Caledonia,Koniambo,,,Glencore-SMSP,Inferred,83,2.5
New Caledonia,Doniambo-SLN Group,,,Eramet-Société Le Nickel (SLN),Measured,39.4,2.39
New Caledonia,Doniambo-SLN Group,,,Eramet-Société Le Nickel (SLN),Indicated,65.7,2.42
New Caledonia,Doniambo-SLN Group,,,Eramet-Société Le Nickel (SLN),Inferred,84.5,2.43
New Caledonia,Goro,,,Vale,Measured,0,
New Caledonia,Goro,,,Vale,Indicated,0,
New Caledonia,Goro,,,Vale,Inferred,111.2,1.42
New Caledonia,Prony,,,Vale,Measured,0,
New Caledonia,Prony,,,Vale,Indicated,0,
New Caledonia,Prony,,,Vale,Inferred,150,1.38
Norway,Dalen (Espedalen),,,unknown,Measured,0,
Norway,Dalen (Espedalen),,,unknown,Indicated,4.625,0.29
Norway,Dalen (Espedalen),,,unknown,Inferred,5.438,0.25
Norway,Ertelien (Ertelia),,,unknown,Measured,0,
Norway,Ertelien (Ertelia),,,unknown,Indicated,0,
Norway,Ertelien (Ertelia),,,unknown,Inferred,2.698,0.83
Norway,Stormyra,,,unknown,Measured,0,
Norway,Stormyra,,,unknown,Indicated,0,
Norway,Stormyra,,,unknown,Inferred,1.013,1.09
Norway,Vakkerlien,,,unknown,Measured,0,
Norway,Vakkerlien,,,unknown,Indicated,0,
Norway,Vakkerlien,,,unknown,Inferred,0.31,1.20
Norway,Flåt,,,unknown,Measured,0,
Norway,Flåt,,,unknown,Indicated,0,
Norway,Flåt,,,unknown,Inferred,2.6,0.75
Norway,Bruvann (Råna),,,unknown,Measured,0,
Norway,Bruvann (Råna),,,unknown,Indicated,0,
Norway,Bruvann (Råna),,,unknown,Inferred,9.15,0.36
Oman,Ibra Group,,,unknown,Measured,0,
Oman,Ibra Group,,,unknown,Indicated,0,
Oman,Ibra Group,,,unknown,Inferred,150,0.7
Philippines,Berong,,,DMCI Holdings,Measured,0,
Philippines,Berong,,,DMCI Holdings,Indicated,0,
Philippines,Berong,,,DMCI Holdings,Inferred,9.13,1.55
Philippines,Moorsom,,,DMCI Holdings,Measured,0,
Philippines,Moorsom,,,DMCI Holdings,Indicated,0,
Philippines,Moorsom,,,DMCI Holdings,Inferred,43,0.8
Philippines,Hinatuan-Taganaan,,,Nickel Asia Corp,Measured,0,
Philippines,Hinatuan-Taganaan,,,Nickel Asia Corp,Indicated,16.73,1.16
Philippines,Hinatuan-Taganaan,,,Nickel Asia Corp,Inferred,2.81,1.20
Philippines,Rapid City II-Dinagat Island,,,Century Peak Metals,Measured,0,
Philippines,Rapid City II-Dinagat Island,,,Century Peak Metals,Indicated,9.067,1.07
Philippines,Rapid City II-Dinagat Island,,,Century Peak Metals,Inferred,0,
Philippines,Rio Tuba,,,Nickel Asia Corp-60%,Measured,0,
Philippines,Rio Tuba,,,Nickel Asia Corp-60%,Indicated,51.76,1.26
Philippines,Rio Tuba,,,Nickel Asia Corp-60%,Inferred,9.61,1.64
Philippines,Agata Group,,,"Mindoro Resources-75%, Minimax Mineral Expl.-25%",Measured,0.78,1.1
Philippines,Agata Group,,,"Mindoro Resources-75%, Minimax Mineral Expl.-25%",Indicated,42,1.0
Philippines,Agata Group,,,"Mindoro Resources-75%, Minimax Mineral Expl.-25%",Inferred,2.4,1.0
Philippines,Alpha,,,DMCI Mining Corp,Measured,1.782,1.34
Philippines,Alpha,,,DMCI Mining Corp,Indicated,0.646,1.22
Philippines,Alpha,,,DMCI Mining Corp,Inferred,0.293,1.23
Philippines,Botolan,,,NiHAO Mineral Resources Int'l,Measured,0,
Philippines,Botolan,,,NiHAO Mineral Resources Int'l,Indicated,4.586,1.05
Philippines,Botolan,,,NiHAO Mineral Resources Int'l,Inferred,1.232,1.09
Philippines,Manticao,,,NiHAO Mineral Resources Int'l,Measured,0.427,1.11
Philippines,Manticao,,,NiHAO Mineral Resources Int'l,Indicated,0.632,1.00
Philippines,Manticao,,,NiHAO Mineral Resources Int'l,Inferred,0,
Philippines,Toronto,,,Oriental Peninsula,Measured,11.218,1.60
Philippines,Toronto,,,Oriental Peninsula,Indicated,14.439,1.57
Philippines,Toronto,,,Oriental Peninsula,Inferred,19.232,1.51
Philippines,Pulot,,,Oriental Peninsula,Measured,4.642,1.43
Philippines,Pulot,,,Oriental Peninsula,Indicated,3.123,1.58
Philippines,Pulot,,,Oriental Peninsula,Inferred,1.894,1.59
Philippines,Zambales-Global,,,unknown,Measured,0,
Philippines,Zambales-Global,,,unknown,Indicated,0,
Philippines,Zambales-Global,,,unknown,Inferred,23,1.75
Philippines,Cagdianao (GFH),,,Global Ferronickel Holdings,Measured,32.775,1.1
Philippines,Cagdianao (GFH),,,Global Ferronickel Holdings,Indicated,21.385,1.2
Philippines,Cagdianao (GFH),,,Global Ferronickel Holdings,Inferred,0,
Philippines,Cagdianao (NAC),,,Nickel Asia Corp,Measured,0,
Philippines,Cagdianao (NAC),,,Nickel Asia Corp,Indicated,31.70,1.30
Philippines,Cagdianao (NAC),,,Nickel Asia Corp,Inferred,2.48,1.19
Philippines,Manicani,,,Nickel Asia Corp,Measured,0,
Philippines,Manicani,,,Nickel Asia Corp,Indicated,0,
Philippines,Manicani,,,Nickel Asia Corp,Inferred,34.31,1.11
Philippines,Zambales Chromite,,,unknown,Measured,0,
Philippines,Zambales Chromite,,,unknown,Indicated,0,
Philippines,Zambales Chromite,,,unknown,Inferred,23.5,1.18
Philippines,Infanta,,,MacroAsia Corp?,Measured,13.475,1.22
Philippines,Infanta,,,MacroAsia Corp?,Indicated,35.535,1.08
Philippines,Infanta,,,MacroAsia Corp?,Inferred,3.736,1.04
Philippines,Nonoc,,,Philnico Developments,Measured,0,
Philippines,Nonoc,,,Philnico Developments,Indicated,0,
Philippines,Nonoc,,,Philnico Developments,Inferred,144.7,1.1
Philippines,Santa Cruz,,,Benguet Corp,Measured,36.45,1.04
Philippines,Santa Cruz,,,Benguet Corp,Indicated,8.67,1.1
Philippines,Santa Cruz,,,Benguet Corp,Inferred,10.71,1.1
Philippines,Acoje,,,unknown,Measured,0,
Philippines,Acoje,,,unknown,Indicated,30.76,1.12
Philippines,Acoje,,,unknown,Inferred,0,
Philippines,Taganito,,,"Nickel Asia Corp-65%, SMMC",Measured,0,
Philippines,Taganito,,,"Nickel Asia Corp-65%, SMMC",Indicated,110.0,1.26
Philippines,Taganito,,,"Nickel Asia Corp-65%, SMMC",Inferred,2.50,1.56
Philippines,Dinapigue,,,Nickel Asia Corp,Measured,0,
Philippines,Dinapigue,,,Nickel Asia Corp,Indicated,67.89,1.22
Philippines,Dinapigue,,,Nickel Asia Corp,Inferred,22.00,1.12
Philippines,Casiguran,,,Century Peak Metals,Measured,0,
Philippines,Casiguran,,,Century Peak Metals,Indicated,9.897,1.02
Philippines,Casiguran,,,Century Peak Metals,Inferred,0,
Philippines,Long Point,,,unknown,Measured,0,
Philippines,Long Point,,,unknown,Indicated,0,
Philippines,Long Point,,,unknown,Inferred,87,1.37
Philippines,Pujada,,,Asiaticus Management Corp,Measured,0,
Philippines,Pujada,,,Asiaticus Management Corp,Indicated,0,
Philippines,Pujada,,,Asiaticus Management Corp,Inferred,200,1.3
Philippines,Mindoro (Lower Kisluyan-Buraboy),,,Intex Resources?,Measured,0,
Philippines,Mindoro (Lower Kisluyan-Buraboy),,,Intex Resources?,Indicated,198.9,0.86
Philippines,Mindoro (Lower Kisluyan-Buraboy),,,Intex Resources?,Inferred,0,
Philippines,Ipilan-Celestial,,,DMCI Holdings,Measured,0,
Philippines,Ipilan-Celestial,,,DMCI Holdings,Indicated,0,
Philippines,Ipilan-Celestial,,,DMCI Holdings,Inferred,43.37,1.20
Philippines,Masinloc,,,unknown,Measured,0,
Philippines,Masinloc,,,unknown,Indicated,0,
Philippines,Masinloc,,,unknown,Inferred,24,1.68
Philippines,Lagonoy,,,unknown,Measured,0,
Philippines,Lagonoy,,,unknown,Indicated,0,
Philippines,Lagonoy,,,unknown,Inferred,35,0.65
Philippines,Isabela-New Frontier,,,NiHAO Mineral Resources Int'l,Measured,0,
Philippines,Isabela-New Frontier,,,NiHAO Mineral Resources Int'l,Indicated,0,
Philippines,Isabela-New Frontier,,,NiHAO Mineral Resources Int'l,Inferred,42.38,1.16
Philippines,Romblon,,,Dynamo Atlantic,Measured,0,
Philippines,Romblon,,,Dynamo Atlantic,Indicated,0,
Philippines,Romblon,,,Dynamo Atlantic,Inferred,7.26,1.54
Philippines,Carrascal,,,Carrascal Nickel,Measured,0,
Philippines,Carrascal,,,Carrascal Nickel,Indicated,0,
Philippines,Carrascal,,,Carrascal Nickel,Inferred,21.0,1.10
Philippines,MMDC (Cabangahan-Sipangpang-Pili),,,Marcventures Holdings,Measured,0,
Philippines,MMDC (Cabangahan-Sipangpang-Pili),,,Marcventures Holdings,Indicated,39.47,0.88
Philippines,MMDC (Cabangahan-Sipangpang-Pili),,,Marcventures Holdings,Inferred,2.90,1.30
Philippines,Marcventures-BRC,,,Marcventures Holdings,Measured,2.823,1.13
Philippines,Marcventures-BRC,,,Marcventures Holdings,Indicated,7.115,1.04
Philippines,Marcventures-BRC,,,Marcventures Holdings,Inferred,3.117,0.95
PNG,Mambare,-8.77407,147.74090,"Direct Nickel-50%, Regency Mines-50%",Measured,0,
PNG,Mambare,-8.77407,147.74090,"Direct Nickel-50%, Regency Mines-50%",Indicated,0,
PNG,Mambare,-8.77407,147.74090,"Direct Nickel-50%, Regency Mines-50%",Inferred,162.5,0.94
PNG,Ramu,-5.57077,145.20393,"MCC, Highlands Pacific",Measured,34,0.9
PNG,Ramu,-5.57077,145.20393,"MCC, Highlands Pacific",Indicated,42,0.9
PNG,Ramu,-5.57077,145.20393,"MCC, Highlands Pacific",Inferred,60,1.0
PNG,Wowo Gap,-9.50000,148.56667,Resource Mining Corp,Measured,0,
PNG,Wowo Gap,-9.50000,148.56667,Resource Mining Corp,Indicated,72,1.03
PNG,Wowo Gap,-9.50000,148.56667,Resource Mining Corp,Inferred,53,1.08
PNG,Lake Trist,-7.50000,146.75000,Regency Mines?,Measured,0,
PNG,Lake Trist,-7.50000,146.75000,Regency Mines?,Indicated,0,
PNG,Lake Trist,-7.50000,146.75000,Regency Mines?,Inferred,70,0.68
PNG,Frieda River,-4.66667,141.93333,Redstone Metals?,Measured,0,
PNG,Frieda River,-4.66667,141.93333,Redstone Metals?,Indicated,0,
PNG,Frieda River,-4.66667,141.93333,Redstone Metals?,Inferred,23.3,0.9
PNG,Koreppa (Waria Valley-Bovio Hill),-7.95000,147.25000,unknown,Measured,0,
PNG,Koreppa (Waria Valley-Bovio Hill),-7.95000,147.25000,unknown,Indicated,0,
PNG,Koreppa (Waria Valley-Bovio Hill),-7.95000,147.25000,unknown,Inferred,13.32,0.71
Poland,Szklary,,,unknown,Measured,0,
Poland,Szklary,,,unknown,Indicated,0,
Poland,Szklary,,,unknown,Inferred,16.8,0.6
Puerto Rico,Guanajibo-Punta Guanajibo,,,unknown,Measured,0,
Puerto Rico,Guanajibo-Punta Guanajibo,,,unknown,Indicated,0,
Puerto Rico,Guanajibo-Punta Guanajibo,,,unknown,Inferred,44.4,0.89
Puerto Rico,Las Mesas,,,unknown,Measured,0,
Puerto Rico,Las Mesas,,,unknown,Indicated,0,
Puerto Rico,Las Mesas,,,unknown,Inferred,22.7,0.81
Puerto Rico,Rosario,,,unknown,Measured,0,
Puerto Rico,Rosario,,,unknown,Indicated,0,
Puerto Rico,Rosario,,,unknown,Inferred,5.4,0.82
Puerto Rico,Maricao,,,unknown,Measured,0,
Puerto Rico,Maricao,,,unknown,Indicated,0,
Puerto Rico,Maricao,,,unknown,Inferred,9.6,1.03
Russia,Kun-Manie Group,,,Amur Minerals Corp,Measured,11.2,0.71
Russia,Kun-Manie Group,,,Amur Minerals Corp,Indicated,107.0,0.74
Russia,Kun-Manie Group,,,Amur Minerals Corp,Inferred,37.0,0.79
Russia,Ishkinino (Russia),,,unknown,Measured,0,
Russia,Ishkinino (Russia),,,unknown,Indicated,0,
Russia,Ishkinino (Russia),,,unknown,Inferred,1,0.3
Russia,Serovskoe (Serov),,,unknown,Measured,0,
Russia,Serovskoe (Serov),,,unknown,Indicated,0,
Russia,Serovskoe (Serov),,,unknown,Inferred,770,0.77
Russia,Buruktal,,,Mechel Steel Group OAO (MTL),Measured,0,
Russia,Buruktal,,,Mechel Steel Group OAO (MTL),Indicated,0,
Russia,Buruktal,,,Mechel Steel Group OAO (MTL),Inferred,70.37,0.86
Russia,Cheremshanskoe ,,,unknown,Measured,0,
Russia,Cheremshanskoe ,,,unknown,Indicated,0,
Russia,Cheremshanskoe ,,,unknown,Inferred,45,1.6
Russia,Rogozhinskoe (Rogozha),,,unknown,Measured,0,
Russia,Rogozhinskoe (Rogozha),,,unknown,Indicated,0,
Russia,Rogozhinskoe (Rogozha),,,unknown,Inferred,2.5,0.8
Russia,Sinarskoe,,,unknown,Measured,0,
Russia,Sinarskoe,,,unknown,Indicated,0,
Russia,Sinarskoe,,,unknown,Inferred,18,1.07
Russia,Aganozero-Ni-bearing serpentinite,,,unknown,Measured,0,
Russia,Aganozero-Ni-bearing serpentinite,,,unknown,Indicated,0,
Russia,Aganozero-Ni-bearing serpentinite,,,unknown,Inferred,"2,774",0.29
Russia,Hautavaara,,,unknown,Measured,0,
Russia,Hautavaara,,,unknown,Indicated,0,
Russia,Hautavaara,,,unknown,Inferred,0.3,0.49
Russia,Hursulskoe,,,unknown,Measured,0,
Russia,Hursulskoe,,,unknown,Indicated,0,
Russia,Hursulskoe,,,unknown,Inferred,"1,125",0.4
Russia,Juzhno-Konzhozero,,,unknown,Measured,0,
Russia,Juzhno-Konzhozero,,,unknown,Indicated,0,
Russia,Juzhno-Konzhozero,,,unknown,Inferred,4.2,0.38
Russia,Lebjazhinskoe,,,unknown,Measured,0,
Russia,Lebjazhinskoe,,,unknown,Indicated,0,
Russia,Lebjazhinskoe,,,unknown,Inferred,10.35,0.74
Russia,Leschevskoe,,,unknown,Measured,0,
Russia,Leschevskoe,,,unknown,Indicated,0,
Russia,Leschevskoe,,,unknown,Inferred,2.2,0.59
Russia,Rybozerskoe,,,unknown,Measured,0,
Russia,Rybozerskoe,,,unknown,Indicated,0,
Russia,Rybozerskoe,,,unknown,Inferred,5.26,0.38
Russia,Severo-Konzhozerskoe,,,unknown,Measured,0,
Russia,Severo-Konzhozerskoe,,,unknown,Indicated,0,
Russia,Severo-Konzhozerskoe,,,unknown,Inferred,8,0.35
Russia,Zapadno-Rybozero,,,unknown,Measured,0,
Russia,Zapadno-Rybozero,,,unknown,Indicated,0,
Russia,Zapadno-Rybozero,,,unknown,Inferred,4.12,0.34
Russia,Zolotoprozhskoe,,,unknown,Measured,0,
Russia,Zolotoprozhskoe,,,unknown,Indicated,0,
Russia,Zolotoprozhskoe,,,unknown,Inferred,3.076,0.52
Russia,Souker,,,unknown,Measured,0,
Russia,Souker,,,unknown,Indicated,0,
Russia,Souker,,,unknown,Inferred,13.41,0.37
Russia,Chernogorskoye,,,unknown,Measured,0,
Russia,Chernogorskoye,,,unknown,Indicated,0,
Russia,Chernogorskoye,,,unknown,Inferred,143,0.29
Russia,Fedorova Tundra,,,unknown,Measured,0,
Russia,Fedorova Tundra,,,unknown,Indicated,0,
Russia,Fedorova Tundra,,,unknown,Inferred,260.5,0.07
Russia,Lambozero-1,,,unknown,Measured,0,
Russia,Lambozero-1,,,unknown,Indicated,0,
Russia,Lambozero-1,,,unknown,Inferred,4,0.5
Russia,Malaya Pana-North Reef (Kiyevay),,,OAO Pana PGM,Measured,0,
Russia,Malaya Pana-North Reef (Kiyevay),,,OAO Pana PGM,Indicated,0,
Russia,Malaya Pana-North Reef (Kiyevay),,,OAO Pana PGM,Inferred,13.84,0.121
Russia,Monchegorsk-Njudaivench,,,unknown,Measured,0,
Russia,Monchegorsk-Njudaivench,,,unknown,Indicated,0,
Russia,Monchegorsk-Njudaivench,,,unknown,Inferred,13.1,0.24
Russia,Monchegorsk-NKT,,,unknown,Measured,0,
Russia,Monchegorsk-NKT,,,unknown,Indicated,0,
Russia,Monchegorsk-NKT,,,unknown,Inferred,8.16,5.1
Russia,Monchegorsk-Sopcha (Lodes),,,unknown,Measured,0,
Russia,Monchegorsk-Sopcha (Lodes),,,unknown,Indicated,0,
Russia,Monchegorsk-Sopcha (Lodes),,,unknown,Inferred,0.71,3.23
Russia,Monchegorsk-Sophuaivench,,,unknown,Measured,0,
Russia,Monchegorsk-Sophuaivench,,,unknown,Indicated,0,
Russia,Monchegorsk-Sophuaivench,,,unknown,Inferred,131.2,0.33
Russia,Mountain General'skaya,,,unknown,Measured,0,
Russia,Mountain General'skaya,,,unknown,Indicated,53.333,0.27
Russia,Mountain General'skaya,,,unknown,Inferred,0,
Russia,Pana-Eastern,,,unknown,Measured,1.103,0.23
Russia,Pana-Eastern,,,unknown,Indicated,0,
Russia,Pana-Eastern,,,unknown,Inferred,0,
Russia,Pana-Western,,,unknown,Measured,12.713,0.12
Russia,Pana-Western,,,unknown,Indicated,0,
Russia,Pana-Western,,,unknown,Inferred,0,
Russia,Svetloozerskoe,,,unknown,Measured,0,
Russia,Svetloozerskoe,,,unknown,Indicated,0,
Russia,Svetloozerskoe,,,unknown,Inferred,5.18,0.79
Russia,Khikhnajarvi,,,unknown,Measured,0,
Russia,Khikhnajarvi,,,unknown,Indicated,0,
Russia,Khikhnajarvi,,,unknown,Inferred,2.6,0.47
Russia,Kola Peninsula,,,Norilsk Nickel,Measured,0,
Russia,Kola Peninsula,,,Norilsk Nickel,Indicated,327.277,0.69
Russia,Kola Peninsula,,,Norilsk Nickel,Inferred,144.211,0.63
Russia,Nord Kamennik,,,unknown,Measured,0,
Russia,Nord Kamennik,,,unknown,Indicated,3.147,0.13
Russia,Nord Kamennik,,,unknown,Inferred,0,
Russia,Akkim,,,unknown,Measured,0,
Russia,Akkim,,,unknown,Indicated,0,
Russia,Akkim,,,unknown,Inferred,1.75,0.47
Russia,Kingash-Kingashsky,,,Intergeo MMC (?),Measured,100.92,0.443
Russia,Kingash-Kingashsky,,,Intergeo MMC (?),Indicated,126.59,0.350
Russia,Kingash-Kingashsky,,,Intergeo MMC (?),Inferred,83.69,0.299
Russia,Kingash-Kuyovsky,,,Intergeo MMC (?),Measured,50.99,0.558
Russia,Kingash-Kuyovsky,,,Intergeo MMC (?),Indicated,40.08,0.508
Russia,Kingash-Kuyovsky,,,Intergeo MMC (?),Inferred,0,
Russia,Kingash-Verkhnekingashsky,,,Intergeo MMC (?),Measured,66.15,0.404
Russia,Kingash-Verkhnekingashsky,,,Intergeo MMC (?),Indicated,106.86,0.388
Russia,Kingash-Verkhnekingashsky,,,Intergeo MMC (?),Inferred,17.61,0.340
Russia,Kumbuksinskoe,,,unknown,Measured,0,
Russia,Kumbuksinskoe,,,unknown,Indicated,0,
Russia,Kumbuksinskoe,,,unknown,Inferred,20.83,0.7
Russia,Laukku,,,unknown,Measured,0,
Russia,Laukku,,,unknown,Indicated,0,
Russia,Laukku,,,unknown,Inferred,1.67,0.515
Russia,Lovnozerskoe,,,unknown,Measured,0,
Russia,Lovnozerskoe,,,unknown,Indicated,0,
Russia,Lovnozerskoe,,,unknown,Inferred,20.863,0.88
Russia,Maslovskoye,,,Norilsk Nickel,Measured,0,
Russia,Maslovskoye,,,Norilsk Nickel,Indicated,206.8,0.3
Russia,Maslovskoye,,,Norilsk Nickel,Inferred,0,
Russia,Runnijoki,,,unknown,Measured,0,
Russia,Runnijoki,,,unknown,Indicated,0,
Russia,Runnijoki,,,unknown,Inferred,15.385,0.65
Russia,Sueinlagash,,,unknown,Measured,0,
Russia,Sueinlagash,,,unknown,Indicated,0,
Russia,Sueinlagash,,,unknown,Inferred,2.25,0.3
Russia,Taimyr Peninsula (Nor’ilsk-Talnakh),,,Norilsk Nickel,Measured,0,
Russia,Taimyr Peninsula (Nor’ilsk-Talnakh),,,Norilsk Nickel,Indicated,"1,708.6",0.70
Russia,Taimyr Peninsula (Nor’ilsk-Talnakh),,,Norilsk Nickel,Inferred,440.898,0.85
Russia,Vozhma Massif Orebody No. 4,,,unknown,Measured,0,
Russia,Vozhma Massif Orebody No. 4,,,unknown,Indicated,0,
Russia,Vozhma Massif Orebody No. 4,,,unknown,Inferred,1.754,0.57
Russia,Yunges,,,unknown,Measured,0,
Russia,Yunges,,,unknown,Indicated,0,
Russia,Yunges,,,unknown,Inferred,0.56,0.38
Russia,Lunges,,,unknown,Measured,0,
Russia,Lunges,,,unknown,Indicated,0,
Russia,Lunges,,,unknown,Inferred,0.56,0.38
Serbia,Rudjinci,,,unknown,Measured,0,
Serbia,Rudjinci,,,unknown,Indicated,0,
Serbia,Rudjinci,,,unknown,Inferred,14,1.15
Serbia,Veluce (Veluca),,,unknown,Measured,0,
Serbia,Veluce (Veluca),,,unknown,Indicated,0,
Serbia,Veluce (Veluca),,,unknown,Inferred,3,1.23
Serbia,Mokra Gora,,,unknown,Measured,0,
Serbia,Mokra Gora,,,unknown,Indicated,0,
Serbia,Mokra Gora,,,unknown,Inferred,244.6,0.7
Serbia,Ba,,,unknown,Measured,0,
Serbia,Ba,,,unknown,Indicated,0,
Serbia,Ba,,,unknown,Inferred,2.5,1.55
Solomon Islands,Isabela Island (San Jorge-Kolosori),,,Axiom Mining,Measured,1.9,1.4
Solomon Islands,Isabela Island (San Jorge-Kolosori),,,Axiom Mining,Indicated,6.9,1.3
Solomon Islands,Isabela Island (San Jorge-Kolosori),,,Axiom Mining,Inferred,7.2,1.2
Solomon Islands,Ngella-Floridas Islands,,,unknown,Measured,0,
Solomon Islands,Ngella-Floridas Islands,,,unknown,Indicated,0,
Solomon Islands,Ngella-Floridas Islands,,,unknown,Inferred,1.695,0.6
South Africa,Bon Accord-Segalla,,,unknown,Measured,0,
South Africa,Bon Accord-Segalla,,,unknown,Indicated,0,
South Africa,Bon Accord-Segalla,,,unknown,Inferred,20.3,0.40
South Africa,Afplats-Imbasa / Imkosi,,,ERG? previously Impala Pt,Measured,0,
South Africa,Afplats-Imbasa / Imkosi,,,ERG? previously Impala Pt,Indicated,96.1,0.03
South Africa,Afplats-Imbasa / Imkosi,,,ERG? previously Impala Pt,Inferred,78.6,0.03
South Africa,Afplats-Leeuwkop,,,Impala Pt,Measured,98.4,0.03
South Africa,Afplats-Leeuwkop,,,Impala Pt,Indicated,10.8,0.03
South Africa,Afplats-Leeuwkop,,,Impala Pt,Inferred,55.9,0.03
South Africa,Amandelbult-Dishaba,,,Anglo American Pt,Measured,102.8,0.14
South Africa,Amandelbult-Dishaba,,,Anglo American Pt,Indicated,51.2,0.16
South Africa,Amandelbult-Dishaba,,,Anglo American Pt,Inferred,21.8,0.18
South Africa,Amandelbult-Tumela,,,Anglo American Pt,Measured,179.9,0.14
South Africa,Amandelbult-Tumela,,,Anglo American Pt,Indicated,92.1,0.18
South Africa,Amandelbult-Tumela,,,Anglo American Pt,Inferred,92.4,0.18
South Africa,Bafokeng-Rasimone,,,"Royal Bafokeng, Anglo Am Pt",Measured,169.01,0.16
South Africa,Bafokeng-Rasimone,,,"Royal Bafokeng, Anglo Am Pt",Indicated,123.4,0.16
South Africa,Bafokeng-Rasimone,,,"Royal Bafokeng, Anglo Am Pt",Inferred,55.54,0.17
South Africa,Bakubung (Ledig-Frischgewaagd),,,"Wesizwe, Anglo Am Pt",Measured,6.698,0.22
South Africa,Bakubung (Ledig-Frischgewaagd),,,"Wesizwe, Anglo Am Pt",Indicated,50.987,0.15
South Africa,Bakubung (Ledig-Frischgewaagd),,,"Wesizwe, Anglo Am Pt",Inferred,21.32,0.16
South Africa,Berg,,,Platfields,Measured,0,
South Africa,Berg,,,Platfields,Indicated,13.685,0.11
South Africa,Berg,,,Platfields,Inferred,9.945,0.11
South Africa,Blue Ridge,,,"Sibanya-Stillwater, Imbani Pt",Measured,29.6,0.11
South Africa,Blue Ridge,,,"Sibanya-Stillwater, Imbani Pt",Indicated,8.2,0.11
South Africa,Blue Ridge,,,"Sibanya-Stillwater, Imbani Pt",Inferred,8.4,0.11
South Africa,Bokoni-Ga Phasha,,,"Atlatsa Resource, Anglo Am Pt",Measured,291.4285714,0.18
South Africa,Bokoni-Ga Phasha,,,"Atlatsa Resource, Anglo Am Pt",Indicated,140,0.18
South Africa,Bokoni-Ga Phasha,,,"Atlatsa Resource, Anglo Am Pt",Inferred,380.4081633,0.19
South Africa,Booysendal North / South-Everest,,,"Northam Pt, Mvelaphanda Res",Measured,91.08,0.17
South Africa,Booysendal North / South-Everest,,,"Northam Pt, Mvelaphanda Res",Indicated,175.99,0.16
South Africa,Booysendal North / South-Everest,,,"Northam Pt, Mvelaphanda Res",Inferred,455.51,0.15
South Africa,Chieftains Plain-Walhalla,,,Sibanya-Stillwater,Measured,0,
South Africa,Chieftains Plain-Walhalla,,,Sibanya-Stillwater,Indicated,0,
South Africa,Chieftains Plain-Walhalla,,,Sibanya-Stillwater,Inferred,259.81,0.14
South Africa,Crocodile River,,,"Eastern Pt, Gubevu",Measured,5.58,0.11
South Africa,Crocodile River,,,"Eastern Pt, Gubevu",Indicated,28.55,0.11
South Africa,Crocodile River,,,"Eastern Pt, Gubevu",Inferred,22.07,0.11
South Africa,Der Brochen,,,Anglo American Pt,Measured,152.7,0.14
South Africa,Der Brochen,,,Anglo American Pt,Indicated,214.3,0.14
South Africa,Der Brochen,,,Anglo American Pt,Inferred,200.5,0.16
South Africa,Eland,,,Northam Pt,Measured,32.33,0.097
South Africa,Eland,,,Northam Pt,Indicated,31.19,0.098
South Africa,Eland,,,Northam Pt,Inferred,88.73,0.097
South Africa,Everest North-Vygenhoek,,,"Sibanya-Stillwater, Sylvania Pt",Measured,2.8,0.11
South Africa,Everest North-Vygenhoek,,,"Sibanya-Stillwater, Sylvania Pt",Indicated,0,
South Africa,Everest North-Vygenhoek,,,"Sibanya-Stillwater, Sylvania Pt",Inferred,0,
South Africa,Everest South-Hoogland,,,Sibanye-Stillwater,Measured,0,
South Africa,Everest South-Hoogland,,,Sibanye-Stillwater,Indicated,2.71,0.11
South Africa,Everest South-Hoogland,,,Sibanye-Stillwater,Inferred,3.89,0.11
South Africa,Garatau (Garatouw/Hoepakrantz/De Kom),,,Nkwe Pt,Measured,67.225,0.15
South Africa,Garatau (Garatouw/Hoepakrantz/De Kom),,,Nkwe Pt,Indicated,137.985,0.18
South Africa,Garatau (Garatouw/Hoepakrantz/De Kom),,,Nkwe Pt,Inferred,149.763,0.16
South Africa,Grootboom,,,"Sedibelo Pt Mines, Moepi",Measured,0,
South Africa,Grootboom,,,"Sedibelo Pt Mines, Moepi",Indicated,12.2,0.15
South Africa,Grootboom,,,"Sedibelo Pt Mines, Moepi",Inferred,0,
South Africa,Hoedspruit,,,Sibanya-Stillwater,Measured,0,
South Africa,Hoedspruit,,,Sibanya-Stillwater,Indicated,37.97297297,0.16
South Africa,Hoedspruit,,,Sibanya-Stillwater,Inferred,6.081081081,0.17
South Africa,Impala,,,Impala Pt,Measured,289.4,0.09
South Africa,Impala,,,Impala Pt,Indicated,138.1,0.11
South Africa,Impala,,,Impala Pt,Inferred,25.3,2.07
South Africa,Impala-RBR JV,,,Impala Pt-RBR JV,Measured,3.8,0.18
South Africa,Impala-RBR JV,,,Impala Pt-RBR JV,Indicated,4.4,0.17
