Country,Project,Lat,Long,Company,Category,Mt ore,%Ni
Canada,Shakespeare,,,private equity,Indicated,14.262,0.35
Canada,Shakespeare,,,private equity,Inferred,0.986,0.36
Canada,Shebandowan West,,,"Vale, North American Pd",Measured,0.736,0.89
Canada,Shebandowan West,,,"Vale, North American Pd",Indicated,1.847,0.92
Canada,Shebandowan West,,,"Vale, North American Pd",Inferred,0.342,1.11
Canada,Shining Tree,,,private equity,Measured,0,
Canada,Shining Tree,,,private equity,Indicated,1.02,0.71
Canada,Shining Tree,,,private equity,Inferred,1.49,0.67
Canada,Thunder Bay North-Current Lake,,,Panoramic Resources,Measured,0,
Canada,Thunder Bay North-Current Lake,,,Panoramic Resources,Indicated,9.829,0.19
Canada,Thunder Bay North-Current Lake,,,Panoramic Resources,Inferred,0.525,0.19
Canada,Voisey's Bay,,,Vale,Measured,15.5,2.24
Canada,Voisey's Bay,,,Vale,Indicated,15.5,2.00
Canada,Voisey's Bay,,,Vale,Inferred,0,
Canada,Wellgreen,,,Nickel Creek Platinum,Measured,93.3,0.25
Canada,Wellgreen,,,Nickel Creek Platinum,Indicated,230.1,0.27
Canada,Wellgreen,,,Nickel Creek Platinum,Inferred,108.1,0.29
Canada,Zulapa (Ni-Cu),,,Globex Mining,Measured,0,
Canada,Zulapa (Ni-Cu),,,Globex Mining,Indicated,0,
Canada,Zulapa (Ni-Cu),,,Globex Mining,Inferred,1.69,0.55
Canada,Terra (Silver Bear) Tailings,,,Denendeh,Measured,0,
Canada,Terra (Silver Bear) Tailings,,,Denendeh,Indicated,0,
Canada,Terra (Silver Bear) Tailings,,,Denendeh,Inferred,0.454,0.5
Canada,Eldorado-Port Radium Tailings,,,unknown,Measured,0,
Canada,Eldorado-Port Radium Tailings,,,unknown,Indicated,0,
Canada,Eldorado-Port Radium Tailings,,,unknown,Inferred,0.83,0.050
China,Jinchuan,,,Jinchuan Group,Measured,0,
China,Jinchuan,,,Jinchuan Group,Indicated,0,
China,Jinchuan,,,Jinchuan Group,Inferred,361.9,1.18
China,Huangshandong-Huangshan-Xiangshan,,,Xinjiang Xinxin Mining Industry,Measured,0,
China,Huangshandong-Huangshan-Xiangshan,,,Xinjiang Xinxin Mining Industry,Indicated,0,
China,Huangshandong-Huangshan-Xiangshan,,,Xinjiang Xinxin Mining Industry,Inferred,79.17,0.45
China,Kalatongke,,,Xinjiang Xinxin Mining Industry,Measured,0,
China,Kalatongke,,,Xinjiang Xinxin Mining Industry,Indicated,0,
China,Kalatongke,,,Xinjiang Xinxin Mining Industry,Inferred,29.83,0.56
China,Xiarihamu,,,unknown,Measured,0,
China,Xiarihamu,,,unknown,Indicated,0,
China,Xiarihamu,,,unknown,Inferred,157,0.64
China,Baimazhai,,,unknown,Measured,0,
China,Baimazhai,,,unknown,Indicated,0,
China,Baimazhai,,,unknown,Inferred,3.8,1.03
China,Zhouan,,,unknown,Measured,0,
China,Zhouan,,,unknown,Indicated,0,
China,Zhouan,,,unknown,Inferred,96,0.35
China,Heishan,,,unknown,Measured,0,
China,Heishan,,,unknown,Indicated,0,
China,Heishan,,,unknown,Inferred,35,0.6
China,Tianyu,,,unknown,Measured,0,
China,Tianyu,,,unknown,Indicated,0,
China,Tianyu,,,unknown,Inferred,8.3,0.6
China,Yangliuping,,,unknown,Measured,0,
China,Yangliuping,,,unknown,Indicated,0,
China,Yangliuping,,,unknown,Inferred,90,0.45
China,Zhubu,,,unknown,Measured,0,
China,Zhubu,,,unknown,Indicated,0,
China,Zhubu,,,unknown,Inferred,6.7,0.23
China,Jinbaoshan,,,unknown,Measured,0,
China,Jinbaoshan,,,unknown,Indicated,0,
China,Jinbaoshan,,,unknown,Inferred,34,0.17
China,Hongqiling,,,unknown,Measured,0,
China,Hongqiling,,,unknown,Indicated,0,
China,Hongqiling,,,unknown,Inferred,8.9,2.3
China,Piaohechuan,,,unknown,Measured,0,
China,Piaohechuan,,,unknown,Indicated,0,
China,Piaohechuan,,,unknown,Inferred,1.2,0.83
China,Huanshanxi,,,unknown,Measured,0,
China,Huanshanxi,,,unknown,Indicated,0,
China,Huanshanxi,,,unknown,Inferred,80,0.54
China,Limahe,,,unknown,Measured,0,
China,Limahe,,,unknown,Indicated,0,
China,Limahe,,,unknown,Inferred,3,1
Colombia,Cerro Matoso,,,South32,Measured,66,0.9
Colombia,Cerro Matoso,,,South32,Indicated,183,0.9
Colombia,Cerro Matoso,,,South32,Inferred,17,0.2
Côte d'Ivoire,Tiuba-Biankouma,,,Compagnie Miniere du Bafing (CMB),Measured,0,
Côte d'Ivoire,Tiuba-Biankouma,,,Compagnie Miniere du Bafing (CMB),Indicated,0,
Côte d'Ivoire,Tiuba-Biankouma,,,Compagnie Miniere du Bafing (CMB),Inferred,293,1.46
Côte d'Ivoire,Samapleu,,,"Sama Resources, SODEMI",Measured,0,
Côte d'Ivoire,Samapleu,,,"Sama Resources, SODEMI",Indicated,14.159,0.24
Côte d'Ivoire,Samapleu,,,"Sama Resources, SODEMI",Inferred,26.48,0.24
Cuba,Pinares de Mayari-Nicaro,,,unknown (Cuban Gov't?),Measured,0,
Cuba,Pinares de Mayari-Nicaro,,,unknown (Cuban Gov't?),Indicated,0,
Cuba,Pinares de Mayari-Nicaro,,,unknown (Cuban Gov't?),Inferred,400,1.1
Cuba,San Felipe,,,unknown (Cuban Gov't?),Measured,0,
Cuba,San Felipe,,,unknown (Cuban Gov't?),Indicated,0,
Cuba,San Felipe,,,unknown (Cuban Gov't?),Inferred,234,1.3
Cuba,Taco Bay,,,unknown (Cuban Gov't?),Measured,0,
Cuba,Taco Bay,,,unknown (Cuban Gov't?),Indicated,0,
Cuba,Taco Bay,,,unknown (Cuban Gov't?),Inferred,22.6,1.27
Cuba,Nicaro,,,unknown (Cuban Gov't?),Measured,0,
Cuba,Nicaro,,,unknown (Cuban Gov't?),Indicated,0,
Cuba,Nicaro,,,unknown (Cuban Gov't?),Inferred,200,1.0
Cuba,Moa Bay JV,,,"Sherritt, Cuban Gov't",Measured,34.19,1.02
Cuba,Moa Bay JV,,,"Sherritt, Cuban Gov't",Indicated,11.65,0.91
Cuba,Moa Bay JV,,,"Sherritt, Cuban Gov't",Inferred,8.79,0.99
Cuba,Moa Bay-Camarioca Norte/Sur,,,"Sherritt, Cuban Gov't",Measured,52.43,1.07
Cuba,Moa Bay-Camarioca Norte/Sur,,,"Sherritt, Cuban Gov't",Indicated,22.17,0.97
Cuba,Moa Bay-Camarioca Norte/Sur,,,"Sherritt, Cuban Gov't",Inferred,15.43,0.92
Cuba,Moa Bay-Eastern Satellites,,,"Sherritt, Cuban Gov't",Measured,26.55,0.98
Cuba,Moa Bay-Eastern Satellites,,,"Sherritt, Cuban Gov't",Indicated,12.22,0.93
Cuba,Moa Bay-Eastern Satellites,,,"Sherritt, Cuban Gov't",Inferred,8.37,0.74
Cuba,Punta Gorda,,,unknown (Cuban Gov't?),Measured,0,
Cuba,Punta Gorda,,,unknown (Cuban Gov't?),Indicated,0,
Cuba,Punta Gorda,,,unknown (Cuban Gov't?),Inferred,310,1.3
Cuba,Cajálbana,,,unknown (Cuban Gov't?),Measured,0,
Cuba,Cajálbana,,,unknown (Cuban Gov't?),Indicated,0,
Cuba,Cajálbana,,,unknown (Cuban Gov't?),Inferred,44.8,1.11
Dominican Rep.,Cumpié Hill-Cerro de Maimon,,,Perilya Mines (Zhongjin),Measured,0,
Dominican Rep.,Cumpié Hill-Cerro de Maimon,,,Perilya Mines (Zhongjin),Indicated,3.0,1.49
Dominican Rep.,Cumpié Hill-Cerro de Maimon,,,Perilya Mines (Zhongjin),Inferred,3.2,1.5
Dominican Rep.,Falcondo,,,Americano Nickel,Measured,40.5,1.42
Dominican Rep.,Falcondo,,,Americano Nickel,Indicated,31.1,1.53
Dominican Rep.,Falcondo,,,Americano Nickel,Inferred,4.9,1.40
Ethiopia,Sidamo,,,unknown,Measured,0,
Ethiopia,Sidamo,,,unknown,Indicated,0,
Ethiopia,Sidamo,,,unknown,Inferred,17,1.3
Finland,Jauratsi,,,unknown,Measured,0,
Finland,Jauratsi,,,unknown,Indicated,0,
Finland,Jauratsi,,,unknown,Inferred,16.5,0.05
Finland,Kuhmo-Arola,,,Boliden,Measured,0,
Finland,Kuhmo-Arola,,,Boliden,Indicated,0,
Finland,Kuhmo-Arola,,,Boliden,Inferred,1.5,0.46
Finland,Kuhmo-Hietaharju,,,Boliden,Measured,0,
Finland,Kuhmo-Hietaharju,,,Boliden,Indicated,0.85,0.85
Finland,Kuhmo-Hietaharju,,,Boliden,Inferred,0.24,0.59
Finland,Kuhmo-Kauniinlampi,,,unknown,Measured,0,
Finland,Kuhmo-Kauniinlampi,,,unknown,Indicated,0,
Finland,Kuhmo-Kauniinlampi,,,unknown,Inferred,0.5,0.45
Finland,Kuhmo-Peura-Aho,,,Boliden,Measured,0,
Finland,Kuhmo-Peura-Aho,,,Boliden,Indicated,0.4,0.63
Finland,Kuhmo-Peura-Aho,,,Boliden,Inferred,0.09,0.48
Finland,Kuhmo-Sika-Aho,,,Boliden,Measured,0,
Finland,Kuhmo-Sika-Aho,,,Boliden,Indicated,0,
Finland,Kuhmo-Sika-Aho,,,Boliden,Inferred,0.17,0.66
Finland,Kuhmo-Vaara,,,Boliden,Measured,0,
Finland,Kuhmo-Vaara,,,Boliden,Indicated,7.50,0.32
Finland,Kuhmo-Vaara,,,Boliden,Inferred,0.739,0.27
Finland,Rautavaara R1,,,Bluejay Mining,Measured,0,
Finland,Rautavaara R1,,,Bluejay Mining,Indicated,28.30,0.192
Finland,Rautavaara R1,,,Bluejay Mining,Inferred,5.960,0.186
Finland,Loukinen,,,unknown,Measured,0,
Finland,Loukinen,,,unknown,Indicated,0,
Finland,Loukinen,,,unknown,Inferred,0.114,0.45
Finland,Talvivaara (Kolmisoppi-Kuusilampi),,,Terrafame,Measured,0,
Finland,Talvivaara (Kolmisoppi-Kuusilampi),,,Terrafame,Indicated,0,
Finland,Talvivaara (Kolmisoppi-Kuusilampi),,,Terrafame,Inferred,"1,525",0.267
Finland,Kylylahti,,,Boliden,Measured,3.353,0.24
Finland,Kylylahti,,,Boliden,Indicated,4.132,0.27
Finland,Kylylahti,,,Boliden,Inferred,0.737,0.42
Finland,Luikonlahti-Hoikka,,,unknown,Measured,0,
Finland,Luikonlahti-Hoikka,,,unknown,Indicated,0,
Finland,Luikonlahti-Hoikka,,,unknown,Inferred,0.2,0.15
Finland,Outokumpu-Hautalampi (Keretti),,,Boliden,Measured,1.03,0.47
Finland,Outokumpu-Hautalampi (Keretti),,,Boliden,Indicated,1.23,0.42
Finland,Outokumpu-Hautalampi (Keretti),,,Boliden,Inferred,0.90,0.40
Finland,Outokumpu-Riihilahti,,,Boliden,Measured,0,
Finland,Outokumpu-Riihilahti,,,Boliden,Indicated,0.14,0.16
Finland,Outokumpu-Riihilahti,,,Boliden,Inferred,0.559,0.03
Finland,Outokumpu-Saramäki,,,Boliden,Measured,0,
Finland,Outokumpu-Saramäki,,,Boliden,Indicated,0,
Finland,Outokumpu-Saramäki,,,Boliden,Inferred,3.4,0.05
Finland,Outokumpu-Sarkalahti,,,Boliden,Measured,0,
Finland,Outokumpu-Sarkalahti,,,Boliden,Indicated,0,
Finland,Outokumpu-Sarkalahti,,,Boliden,Inferred,0.19,1.02
Finland,Outokumpu-Särkiniemi,,,Boliden,Measured,0,
Finland,Outokumpu-Särkiniemi,,,Boliden,Indicated,0.1,0.7
Finland,Outokumpu-Särkiniemi,,,Boliden,Inferred,0,
Finland,Outokumpu-Valkeisenranta (Rytky),,,Boliden,Measured,0,
Finland,Outokumpu-Valkeisenranta (Rytky),,,Boliden,Indicated,1.54,0.71
Finland,Outokumpu-Valkeisenranta (Rytky),,,Boliden,Inferred,0,
Finland,Outokumpu-Vuonos,,,Boliden,Measured,0,
Finland,Outokumpu-Vuonos,,,Boliden,Indicated,0,
Finland,Outokumpu-Vuonos,,,Boliden,Inferred,0.76,0.13
Finland,Perttilahti,,,unknown,Measured,0,
Finland,Perttilahti,,,unknown,Indicated,0,
Finland,Perttilahti,,,unknown,Inferred,1.324,0.14
Finland,Riihilathi,,,unknown,Measured,0,
Finland,Riihilathi,,,unknown,Indicated,0,
Finland,Riihilathi,,,unknown,Inferred,0.7,0.03
Finland,Vesilaskujänkä,,,unknown,Measured,0,
Finland,Vesilaskujänkä,,,unknown,Indicated,0,
Finland,Vesilaskujänkä,,,unknown,Inferred,1.8,0.02
Finland,Hotinvaara,,,Magnus Minerals,Measured,0,
Finland,Hotinvaara,,,Magnus Minerals,Indicated,0,
Finland,Hotinvaara,,,Magnus Minerals,Inferred,1.267,0.43
Finland,Iso-Siettelöjoki,,,unknown,Measured,0,
Finland,Iso-Siettelöjoki,,,unknown,Indicated,0,
Finland,Iso-Siettelöjoki,,,unknown,Inferred,0.5,0.29
Finland,Arctic-Suhanko,,,CD Capital Management,Measured,46.9,0.10
Finland,Arctic-Suhanko,,,CD Capital Management,Indicated,69.9,0.09
Finland,Arctic-Suhanko,,,CD Capital Management,Inferred,91.7,0.10
Finland,Kaukua,,,Palladium One Resources,Measured,0,
Finland,Kaukua,,,Palladium One Resources,Indicated,10.985,0.09
Finland,Kaukua,,,Palladium One Resources,Inferred,10.875,0.08
Finland,Kevitsa,,,Boliden,Measured,86.1,0.14
Finland,Kevitsa,,,Boliden,Indicated,181.0,0.150725666
Finland,Kevitsa,,,Boliden,Inferred,19.2,0.14
Finland,Ahokkala,,,unknown,Measured,0,
Finland,Ahokkala,,,unknown,Indicated,0,
Finland,Ahokkala,,,unknown,Inferred,0.02,1.25
Finland,Haukiaho,,,"Nortec Minerals Corp, Finore Mining",Measured,0,
Finland,Haukiaho,,,"Nortec Minerals Corp, Finore Mining",Indicated,0,
Finland,Haukiaho,,,"Nortec Minerals Corp, Finore Mining",Inferred,23.2,0.14
Finland,Hitura,,,unknown,Measured,0.221,0.63
Finland,Hitura,,,unknown,Indicated,4.042,0.48
Finland,Hitura,,,unknown,Inferred,0.457,0.72
Finland,Ilmolahti-Ilmolahti,,,unknown,Measured,0,
Finland,Ilmolahti-Ilmolahti,,,unknown,Indicated,0,
Finland,Ilmolahti-Ilmolahti,,,unknown,Inferred,0.21,0.37
Finland,Ilmolahti-Mäkisalo,,,unknown,Measured,0,
Finland,Ilmolahti-Mäkisalo,,,unknown,Indicated,0,
Finland,Ilmolahti-Mäkisalo,,,unknown,Inferred,0.104,0.43
Finland,Ilmolahti-Ohensalo,,,unknown,Measured,0,
Finland,Ilmolahti-Ohensalo,,,unknown,Indicated,0,
Finland,Ilmolahti-Ohensalo,,,unknown,Inferred,0.137,0.24
Finland,Ilmolahti-Törmälä,,,unknown,Measured,0,
Finland,Ilmolahti-Törmälä,,,unknown,Indicated,0,
Finland,Ilmolahti-Törmälä,,,unknown,Inferred,0.116,0.6
Finland,Koivujoki,,,unknown,Measured,0,
Finland,Koivujoki,,,unknown,Indicated,0,
Finland,Koivujoki,,,unknown,Inferred,0.025,0.94
Finland,Liuksiala,,,unknown,Measured,0,
Finland,Liuksiala,,,unknown,Indicated,0,
Finland,Liuksiala,,,unknown,Inferred,0.05,0.3
Finland,Oravainen,,,unknown,Measured,0,
Finland,Oravainen,,,unknown,Indicated,0,
Finland,Oravainen,,,unknown,Inferred,1.3,0.95
Finland,Puumala-Rantala,,,unknown,Measured,0,
Finland,Puumala-Rantala,,,unknown,Indicated,0,
Finland,Puumala-Rantala,,,unknown,Inferred,0.02,0.53
Finland,Ruimu,,,Bluejay Mining,Measured,0,
Finland,Ruimu,,,Bluejay Mining,Indicated,0,
Finland,Ruimu,,,Bluejay Mining,Inferred,3.5,0.32
Finland,Sampolanmäki,,,unknown,Measured,0,
Finland,Sampolanmäki,,,unknown,Indicated,0,
Finland,Sampolanmäki,,,unknown,Inferred,0.03,1.4
Finland,Tallas-Tuliniemi,,,unknown,Measured,0,
Finland,Tallas-Tuliniemi,,,unknown,Indicated,0,
Finland,Tallas-Tuliniemi,,,unknown,Inferred,0.09,0.34
Finland,Vammala-Ekojoki,,,Dragon Mining,Measured,0,
Finland,Vammala-Ekojoki,,,Dragon Mining,Indicated,0,
Finland,Vammala-Ekojoki,,,Dragon Mining,Inferred,1.052,0.49
Finland,Vammala-Sahakoski,,,unknown,Measured,0,
Finland,Vammala-Sahakoski,,,unknown,Indicated,0,
Finland,Vammala-Sahakoski,,,unknown,Inferred,1.6,0.65
Finland,Vammala-Soukko,,,unknown,Measured,0,
Finland,Vammala-Soukko,,,unknown,Indicated,0,
Finland,Vammala-Soukko,,,unknown,Inferred,0.05,0.44
Finland,Vammala-Stormi,,,Dragon Mining,Measured,0,
Finland,Vammala-Stormi,,,Dragon Mining,Indicated,0,
Finland,Vammala-Stormi,,,Dragon Mining,Inferred,1.6,0.44
Finland,Vehmasjoki,,,unknown,Measured,0,
Finland,Vehmasjoki,,,unknown,Indicated,0,
Finland,Vehmasjoki,,,unknown,Inferred,0.036,0.94
Finland,Kuusijärvi,,,unknown,Measured,0,
Finland,Kuusijärvi,,,unknown,Indicated,0,
Finland,Kuusijärvi,,,unknown,Inferred,7.001,0.24
Greece,Agios Ioannis,,,Larco,Measured,0,
Greece,Agios Ioannis,,,Larco,Indicated,0,
Greece,Agios Ioannis,,,Larco,Inferred,57.1,0.77
Greece,Evvoia,,,Larco,Measured,0,
Greece,Evvoia,,,Larco,Indicated,0,
Greece,Evvoia,,,Larco,Inferred,210.8,0.83
Greece,Kastoria,,,Larco,Measured,0,
Greece,Kastoria,,,Larco,Indicated,0,
Greece,Kastoria,,,Larco,Inferred,1.6,1.32
Guatemala,Baja Verapaz,,,unknown,Measured,0,
Guatemala,Baja Verapaz,,,unknown,Indicated,0,
Guatemala,Baja Verapaz,,,unknown,Inferred,40,1.35
Guatemala,Fenix-Exmibal (Saprolite+Limonite),,,Solway Group,Measured,55.014,1.27
Guatemala,Fenix-Exmibal (Saprolite+Limonite),,,Solway Group,Indicated,40.96,1.66
Guatemala,Fenix-Exmibal (Saprolite+Limonite),,,Solway Group,Inferred,55.3,1.20
Guatemala,Mayaniquel-Sechol Group,,,unknown,Measured,0,
Guatemala,Mayaniquel-Sechol Group,,,unknown,Indicated,50.758,1.29
Guatemala,Mayaniquel-Sechol Group,,,unknown,Inferred,84.163,1.21
Guinea,Gogota,,,SRG Mining,Measured,0,
Guinea,Gogota,,,SRG Mining,Indicated,0,
Guinea,Gogota,,,SRG Mining,Inferred,44.89,1.28
India,Kansa,,,Indian Gov't,Measured,0,
India,Kansa,,,Indian Gov't,Indicated,0,
India,Kansa,,,Indian Gov't,Inferred,40.88,0.8
India,Simlipal ,,,Indian Gov't,Measured,0,
India,Simlipal ,,,Indian Gov't,Indicated,0,
India,Simlipal ,,,Indian Gov't,Inferred,27,1.0
India,Bhimatangar,,,Indian Gov't,Measured,0,
India,Bhimatangar,,,Indian Gov't,Indicated,0,
India,Bhimatangar,,,Indian Gov't,Inferred,63.9,1.03
India,Kaliapani,,,Indian Gov't,Measured,0,
India,Kaliapani,,,Indian Gov't,Indicated,0,
India,Kaliapani,,,Indian Gov't,Inferred,64.6,0.88
India,Saruabil,,,Indian Gov't,Measured,0,
India,Saruabil,,,Indian Gov't,Indicated,0,
India,Saruabil,,,Indian Gov't,Inferred,18.4,0.92
Indonesia,South-east Kalimantan,,,PT Kreasitama Rimba Persada (?),Measured,0,
Indonesia,South-east Kalimantan,,,PT Kreasitama Rimba Persada (?),Indicated,0,
Indonesia,South-east Kalimantan,,,PT Kreasitama Rimba Persada (?),Inferred,56,1.5
Indonesia,Bahodopi,,,Vale,Measured,0,
Indonesia,Bahodopi,,,Vale,Indicated,0,
Indonesia,Bahodopi,,,Vale,Inferred,175,1.77
Indonesia,Buli,,,unknown,Measured,0,
Indonesia,Buli,,,unknown,Indicated,0,
Indonesia,Buli,,,unknown,Inferred,194.6,1.1
Indonesia,East Halmahera Group (Saprolite),,,PT Antam,Measured,82.03,1.98
Indonesia,East Halmahera Group (Saprolite),,,PT Antam,Indicated,93.24,1.85
Indonesia,East Halmahera Group (Saprolite),,,PT Antam,Inferred,111.33,1.84
Indonesia,North Konawe Group (Saprolite),,,PT Antam,Measured,30.42,1.70
Indonesia,North Konawe Group (Saprolite),,,PT Antam,Indicated,56.47,1.74
Indonesia,North Konawe Group (Saprolite),,,PT Antam,Inferred,79.83,1.56
Indonesia,Pomalaa (Saprolite),,,PT Antam,Measured,8.99,1.93
Indonesia,Pomalaa (Saprolite),,,PT Antam,Indicated,12.63,1.79
Indonesia,Pomalaa (Saprolite),,,PT Antam,Inferred,9.13,1.73
Indonesia,Pulau-Gag Island (Saprolite),,,PT Antam,Measured,8.68,2.06
Indonesia,Pulau-Gag Island (Saprolite),,,PT Antam,Indicated,31.42,1.97
Indonesia,Pulau-Gag Island (Saprolite),,,PT Antam,Inferred,76.76,1.88
Indonesia,Sorowako,,,Vale,Measured,101.8,1.76
Indonesia,Sorowako,,,Vale,Indicated,14.7,1.64
Indonesia,Sorowako,,,Vale,Inferred,0,
Indonesia,Cycloops (Cyclops),,,unknown,Measured,0,
Indonesia,Cycloops (Cyclops),,,unknown,Indicated,0,
Indonesia,Cycloops (Cyclops),,,unknown,Inferred,13,1.31
Indonesia,East Halmahera Group (Limonite),,,PT Antam,Measured,37.55,1.47
Indonesia,East Halmahera Group (Limonite),,,PT Antam,Indicated,26.05,1.37
Indonesia,East Halmahera Group (Limonite),,,PT Antam,Inferred,24.7,1.38
Indonesia,Gebe Island,,,unknown,Measured,0,
Indonesia,Gebe Island,,,unknown,Indicated,0,
Indonesia,Gebe Island,,,unknown,Inferred,27,2.2
Indonesia,North Konawe Group (Limonite),,,PT Antam,Measured,40.07,1.42
Indonesia,North Konawe Group (Limonite),,,PT Antam,Indicated,57.67,1.41
Indonesia,North Konawe Group (Limonite),,,PT Antam,Inferred,33.56,1.38
Indonesia,North Konawe Group (Hanking),,,China Hanking Mining JV,Measured,85.44,1.51
Indonesia,North Konawe Group (Hanking),,,China Hanking Mining JV,Indicated,182.07,1.35
Indonesia,North Konawe Group (Hanking),,,China Hanking Mining JV,Inferred,172.9,1.02
Indonesia,Obi Island,,,"Carnegie Minerals-50%, PT Antam-50% (?)",Measured,0,
Indonesia,Obi Island,,,"Carnegie Minerals-50%, PT Antam-50% (?)",Indicated,0,
Indonesia,Obi Island,,,"Carnegie Minerals-50%, PT Antam-50% (?)",Inferred,88,1.2
Indonesia,Pomalaa (Limonite),,,PT Antam,Measured,3.78,1.41
Indonesia,Pomalaa (Limonite),,,PT Antam,Indicated,5.67,1.38
Indonesia,Pomalaa (Limonite),,,PT Antam,Inferred,8.98,1.41
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,Measured,5.56,1.45
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,Indicated,19.73,1.42
Indonesia,Pulau-Gag Island (Limonite),,,PT Antam,Inferred,103.42,1.46
Indonesia,South-east Sulawesi Coastal,,,Vale,Measured,0,
Indonesia,South-east Sulawesi Coastal,,,Vale,Indicated,0,
Indonesia,South-east Sulawesi Coastal,,,Vale,Inferred,97,1.78
Indonesia,Sulawesi JV,,,unknown,Measured,0,
Indonesia,Sulawesi JV,,,unknown,Indicated,0,
Indonesia,Sulawesi JV,,,unknown,Inferred,162,1.62
Indonesia,Weda Bay,,,Eramet,Measured,135.6,1.59
Indonesia,Weda Bay,,,Eramet,Indicated,233.8,1.44
Indonesia,Weda Bay,,,Eramet,Inferred,265.6,1.43
Indonesia,Hengjaya Mineralindo (HM),,,,Measured,0.708,1.8
Indonesia,Hengjaya Mineralindo (HM),,,,Indicated,14.55,1.8
Indonesia,Hengjaya Mineralindo (HM),,,,Inferred,21.8,1.8
Int'l Waters,Clarion-Clipperton (Nautilus),,,Nautilus Minerals,Measured,1.5,1.33
Int'l Waters,Clarion-Clipperton (Nautilus),,,Nautilus Minerals,Indicated,38.1,1.35
Int'l Waters,Clarion-Clipperton (Nautilus),,,Nautilus Minerals,Inferred,383.8,1.29
Int'l Waters,Clarion-Clipperton (DeepGreen),,,DeepGreen Metals,Measured,3.2,1.40
Int'l Waters,Clarion-Clipperton (DeepGreen),,,DeepGreen Metals,Indicated,26.4,1.35
Int'l Waters,Clarion-Clipperton (DeepGreen),,,DeepGreen Metals,Inferred,684,1.30
Int'l Waters,Clarion-Clipperton (Russia),,,Yuzhmorgeologia,Measured,0,
Int'l Waters,Clarion-Clipperton (Russia),,,Yuzhmorgeologia,Indicated,0,
Int'l Waters,Clarion-Clipperton (Russia),,,Yuzhmorgeologia,Inferred,448,1.39
Int'l Waters,Clarion-Clipperton (Russian-led JV),,,InterOcean Metal Joint Organisation ('IOM'),Measured,0,
Int'l Waters,Clarion-Clipperton (Russian-led JV),,,InterOcean Metal Joint Organisation ('IOM'),Indicated,0,
Int'l Waters,Clarion-Clipperton (Russian-led JV),,,InterOcean Metal Joint Organisation ('IOM'),Inferred,33.7,1.31
Int'l Waters,Clarion-Clipperton (KIOST-Korea),,,Korean Institute of Ocean Science & Technology (KIOST),Measured,0,
Int'l Waters,Clarion-Clipperton (KIOST-Korea),,,Korean Institute of Ocean Science & Technology (KIOST),Indicated,0,
Int'l Waters,Clarion-Clipperton (KIOST-Korea),,,Korean Institute of Ocean Science & Technology (KIOST),Inferred,188.4,1.19
Kazakhstan,Kempirsai (Kempirsay),,,"Bekem Metals Inc., KKM",Measured,0,
Kazakhstan,Kempirsai (Kempirsay),,,"Bekem Metals Inc., KKM",Indicated,0,
Kazakhstan,Kempirsai (Kempirsay),,,"Bekem Metals Inc., KKM",Inferred,8.7,1.14
Kazakhstan,Gornostai,,,Kaznickel; Bekem Metals Inc. ,Measured,0,
Kazakhstan,Gornostai,,,Kaznickel; Bekem Metals Inc. ,Indicated,0,
Kazakhstan,Gornostai,,,Kaznickel; Bekem Metals Inc. ,Inferred,9.7,0.91
Kazakhstan,Shevchenko Group,,,Mechel (formerly Oriel Resources plc),Measured,0,
Kazakhstan,Shevchenko Group,,,Mechel (formerly Oriel Resources plc),Indicated,0,
Kazakhstan,Shevchenko Group,,,Mechel (formerly Oriel Resources plc),Inferred,107.4,0.84
Kosovo,Çikatovë (Čikatovo),,,unknown,Measured,0,
Kosovo,Çikatovë (Čikatovo),,,unknown,Indicated,0,
Kosovo,Çikatovë (Čikatovo),,,unknown,Inferred,10,1.175
Kosovo,Trstenik,,,unknown,Measured,0,
Kosovo,Trstenik,,,unknown,Indicated,0,
Kosovo,Trstenik,,,unknown,Inferred,3,1
Madagascar,Ambatovy JV (incl. Anamalay),,,"Sherritt, Sumitomo, Korea Resources Corp (KORES)",Measured,54.5,0.95
Madagascar,Ambatovy JV (incl. Anamalay),,,"Sherritt, Sumitomo, Korea Resources Corp (KORES)",Indicated,121.8,0.92
Madagascar,Ambatovy JV (incl. Anamalay),,,"Sherritt, Sumitomo, Korea Resources Corp (KORES)",Inferred,52.5,0.84
Madagascar,Valozoro,,,unknown,Measured,0,
Madagascar,Valozoro,,,unknown,Indicated,0,
Madagascar,Valozoro,,,unknown,Inferred,3.7,1.75
Malawi,Chimimbe Hill,,,Mkango Resources,Measured,0,
Malawi,Chimimbe Hill,,,Mkango Resources,Indicated,4.67,0.39
Malawi,Chimimbe Hill,,,Mkango Resources,Inferred,3.883,0.33
Morocco,Bou-Azzer,,,CTT (Managem),Measured,0,
Morocco,Bou-Azzer,,,CTT (Managem),Indicated,0,
Morocco,Bou-Azzer,,,CTT (Managem),Inferred,#REF!,1
Myanmar,Tagaung Taung,96.16317,23.63453,"TISCO (Tata), CNMC",Measured,0,
Myanmar,Tagaung Taung,96.16317,23.63453,"TISCO (Tata), CNMC",Indicated,0,
Myanmar,Tagaung Taung,96.16317,23.63453,"TISCO (Tata), CNMC",Inferred,40,2.15
